20190504,浦东,世博,昌里众盛苑 2室2厅 330万,330万,昌里众盛苑  | 2室2厅 | 66.08平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-40413779-14f5-411e-8300-b5a30e142527.jpg.296x216.jpg
20190504,浦东,世博,耀华地铁 坐北朝南 适合过渡 闹中取静,275万,上钢三村  | 2室0厅 | 53.03平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-129866d3-db1b-4334-b049-3557d5dc16d6.png.296x216.jpg
20190504,浦东,世博,新世纪一室户，诚心出售。。。。。。。,240万,新世纪花苑(一期)(浦东)  | 1室1厅 | 50.85平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-0f53ce47-a26b-42d8-b7fa-436158036915.jpg.296x216.jpg
20190504,浦东,世博,上南二村 2室1厅 295万,295万,上南二村  | 2室1厅 | 50.34平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-da1850eb-f02f-4576-bd5a-47a892a68a3c.jpg.296x216.jpg
20190504,浦东,世博,满五年唯一少税，有产权车位，开发商统一装修次新房,730万,凯德嘉博名邸  | 2室2厅 | 91平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-e6d86153-0093-44a4-b69c-faec9f903dae.jpg.296x216.jpg
20190504,浦东,世博,小区环境优美精装一房地铁7/8号线，云台路 耀华路站房主自荐,186万,上南五村  | 1室1厅 | 31.17平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-1cccd6e6-6f3b-4492-9fe5-fdbfba96191f.jpg.296x216.jpg
20190504,浦东,世博,精装婚房装修，诚心出售，低楼层,195万,上钢五村  | 1室1厅 | 34.28平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-03aa1100-830a-4d62-a309-ecf9ea4c894a.jpg.296x216.jpg
20190504,浦东,世博,业主诚意出售，降价房源，户型方正，6/13号地铁线！,355万,昌七小区  | 2室2厅 | 74.69平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-8c46f7f5-d7c4-46d9-a5bb-77e8fb4899d9.jpg.296x216.jpg
20190504,浦东,世博,昌四小区 2室1厅 300万,300万,昌四小区  | 2室1厅 | 55.36平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-5342d86e-dee5-4f39-bb6a-82ee6c61d8bf.png.296x216.jpg
20190504,浦东,世博,单价低，全明户型，配套成熟，近地铁7/8号耀华路地铁,227万,上南二村  | 1室1厅 | 40.75平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-740369e9-e00b-4416-8c64-1cf2436663e3.png.296x216.jpg
20190504,浦东,世博,济阳一村精装修一房一厅，拎包入住，随时看房无户口,200万,济阳一村  | 1室1厅 | 41.87平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-9cfba98b-4667-4f08-bfe3-bb6b478930c9.png.296x216.jpg
20190504,浦东,世博,上钢八九村 2室1厅 265万,265万,上钢八九村  | 2室1厅 | 46.12平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-d5d69914-d2c1-4fc3-a161-47262c5417fd.png.296x216.jpg
20190504,浦东,世博,济阳一村 1室1厅 225万,225万,济阳一村  | 1室1厅 | 42.23平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-ce92008a-4f19-4a70-96b3-8ff4a3bb50a2.png.296x216.jpg
20190504,浦东,世博,上南四村 2室1厅 270万,270万,上南四村  | 2室1厅 | 50.96平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-1a63e03d-e8a2-4979-85d8-d050d24a90a8.jpg.296x216.jpg
20190504,浦东,世博,小区观景房，业主诚意出售，随时可看,425万,昌里花园  | 1室1厅 | 65.8平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-6b6129c4-afb3-4dff-9319-d38abe450769.png.296x216.jpg
20190504,浦东,世博,简单装修，房东自住，看房随时！,270万,上钢七村  | 2室1厅 | 52.6平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-ff6f2f56-a997-4035-b7e0-cf8a7edb7abb.png.296x216.jpg
20190504,浦东,世博,德州七村 2室1厅 285万,285万,德州七村  | 2室1厅 | 58.05平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-7490ff2d-2e1f-45f2-bee1-9401a37fa0f0.png.296x216.jpg
20190504,浦东,世博,世博精装一室一厅，精装修可直接入住，小区出入方便。房主自荐,220万,济阳一村  | 1室1厅 | 41.93平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-6435f714-c150-4a56-81e3-4d25fd30f4d7.jpg.296x216.jpg
20190504,浦东,世博,7号云台站口，南北两房采光好，满五唯一、产权清晰,308万,上南五村  | 2室1厅 | 49.85平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-ea2fd91d-f89f-4a6b-bee2-60b35df46ca8.png.296x216.jpg
20190504,浦东,世博,双轨地铁交轨813号线 满五唯一税费少 业主诚意出售,270万,德州一村  | 2室1厅 | 49.78平米 | 东南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-cd3c763f-b21d-4741-9a22-7cfa00127fb2.jpg.296x216.jpg
20190504,浦东,世博,新世纪花苑(一期)(浦东) 2室1厅 390万,390万,新世纪花苑(一期)(浦东)  | 2室1厅 | 67.68平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-d1fced7d-e7c6-4bcf-baed-50683cb8a2b7.jpg.296x216.jpg
20190504,浦东,世博,齐七小区 楼层好采光好 97年房龄 靠6、7号地铁,343万,齐七小区  | 2室1厅 | 57.16平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-70a21eb8-3b41-448c-b7cf-5fda9f255da7.jpg.296x216.jpg
20190504,浦东,世博,济阳一村南北两房一厅，厨卫朝北，一梯三户,300万,济阳一村  | 2室1厅 | 54.26平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-40002b51-3fe2-4e38-9bc6-a9482bf0832b.jpg.296x216.jpg
20190504,浦东,世博,上南八村 2室1厅 315万,315万,上南八村  | 2室1厅 | 54.26平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-6aff0098-1879-4e53-b527-f432fe6e4b7f.jpg.296x216.jpg
20190504,浦东,世博,济阳一村 1室1厅 255万,255万,济阳一村  | 1室1厅 | 43.92平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-52826474-491b-4fa7-8246-36e75c715de0.jpg.296x216.jpg
20190504,浦东,世博,齐河花苑 2室1厅 410万,410万,齐河花苑  | 2室1厅 | 67.5平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-cdfb915b-ca3a-475e-9c80-56d688f0fb4f.jpg.296x216.jpg
20190504,浦东,世博,德州一村 2室1厅 427万,427万,德州一村  | 2室1厅 | 77.72平米 | 东 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-ca94d4fe-9fdf-4682-85f3-62c365a6fdfd.jpg.296x216.jpg
20190504,浦东,世博,双南两房 阳光充足，位置安静，产权清晰,365万,绿洲小区(浦东)  | 2室2厅 | 70.3平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-ed3c5fa9-0c58-4802-a839-e459199e365b.jpg.296x216.jpg
20190504,浦东,世博,书香府.邸 高区景观房  业主自住 可拎包入住,615万,逸翠公馆  | 2室2厅 | 86.45平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-3ec3ba29-ce23-4a9d-97e6-08b2f68de50b.jpg.296x216.jpg
20190504,浦东,世博,上钢八九村 2室1厅 250万,250万,上钢八九村  | 2室1厅 | 45.71平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-ab395350-d4af-4e16-9a51-c04678838c20.png.296x216.jpg
20190504,浦东,世博,齐二小区 2室1厅 335万,335万,齐二小区  | 2室1厅 | 58.78平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-6af760d9-85e0-4215-ad0c-a036cfaecbeb.png.296x216.jpg
20190504,浦东,世博,绿洲小区(浦东) 1室1厅 183万,183万,绿洲小区(浦东)  | 1室1厅 | 38.18平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-1ce5f0c4-ad5d-4147-964b-d6edfb42ee13.png.296x216.jpg
20190504,浦东,世博,满二年看房方便诚意出售 配套成熟,210万,上南二村  | 1室0厅 | 35.24平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-783a20e2-f173-4177-81f5-8e38baa9ca7c.png.296x216.jpg
20190504,浦东,世博,德州二村 2室1厅 270万,270万,德州二村  | 2室1厅 | 56.7平米 | 东南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-a6607480-7f2f-4ac7-aac0-23ed77483530.jpg.296x216.jpg
20190504,浦东,世博,满五唯一 3楼边套 精装修 地铁近,199万,德州二村  | 1室1厅 | 37.42平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-aa2d3e6d-153a-4b18-87ab-26ca327d350f.jpg.296x216.jpg
20190504,浦东,世博,齐八小区 有钥匙看房方便 房子采光很好,259万,齐八小区  | 2室1厅 | 49.55平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-b11bd64f-c0e3-4fa7-88a4-049d6c7e151f.png.296x216.jpg
20190504,浦东,世博,一室一厅高层无遮挡，小区安静，靠前滩，交通出行便利,210万,济阳一村  | 1室1厅 | 43.18平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-77315cfa-f871-4421-a127-5707b90b92be.png.296x216.jpg
20190504,浦东,世博,婚房装修，有车位，一梯两户，采光充足，业主忍痛割爱房主自荐,240万,齐八小区  | 1室1厅 | 46.55平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-ee4b8092-448c-42ec-9154-4697333cf714.png.296x216.jpg
20190504,浦东,世博,94年房龄，一房一厅，楼层好位置佳，接受置换噢,225万,上钢一村  | 1室1厅 | 41.8平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-a6556f0b-d6aa-45c3-acd9-e448be248183.jpg.296x216.jpg
20190504,浦东,世博,二房朝南，卧室带一大阳台。看房方便,370万,云台路255弄  | 2室1厅 | 64.78平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-208730e6-cdfc-4b13-a7a8-91c79462e6f4.png.296x216.jpg
20190504,浦东,世博,两房朝南偏西阳光充足，厨卫全明都有窗户,465万,东明苑  | 2室1厅 | 80.82平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-cde7d25c-e7bd-43c8-ab08-aab2e7c6d4e5.png.296x216.jpg
20190504,浦东,世博,双南两房业主诚心卖，寻有缘客户，老小区交通好位置好,265万,上钢三村  | 2室0厅 | 47.84平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-7bef4be2-f65f-46ff-800b-ed46f54f9872.png.296x216.jpg
20190504,浦东,世博,齐河花苑 2室1厅 400万,400万,齐河花苑  | 2室1厅 | 68.52平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-fdc2eac8-7e73-4fd5-9814-72d3681b8039.png.296x216.jpg
20190504,浦东,世博,首付只需69起，精装全配    位置好,198万,上南六村  | 1室1厅 | 34.83平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-9833dd19-e0bd-41f9-ab91-41ddf4c7200c.jpg.296x216.jpg
20190504,浦东,世博,全南一室户带厅朝南，厨卫全明户型，楼层适中采光好,260万,云台二小区  | 1室1厅 | 44.9平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-6dac16ca-9356-4906-b69d-bc9fe9ec4b73.png.296x216.jpg
20190504,浦东,世博,齐二小区 2室1厅 450万,450万,齐二小区  | 2室1厅 | 79平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-97e01b48-1264-42cb-a116-e4fef36c4a3c.jpg.296x216.jpg
20190504,浦东,世博,世博中装一室一厅，一梯三户边套，中间楼层，采光充足,220万,济阳一村  | 1室1厅 | 43.18平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-f4d68fc6-0857-4894-afd1-9a197e9481f0.jpg.296x216.jpg
20190504,浦东,世博,世博一室一厅，一楼带天井，7/8/13地铁三轨。,210万,济阳一村  | 1室1厅 | 41.2平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-bc3b4a68-c1a3-4a2e-b948-8b71f888e288.jpg.296x216.jpg
20190504,浦东,世博,凯德嘉博名邸 1室2厅 600万,600万,凯德嘉博名邸  | 1室2厅 | 71.69平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-a6647703-db41-4710-96c8-d1352401f03d.jpg.296x216.jpg
20190504,浦东,世博,德州二村 2室1厅 290万,290万,德州二村  | 2室1厅 | 53.08平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-fb9f0c23-d7b5-4617-936c-6c03b4186c1f.jpg.296x216.jpg
20190504,浦东,世博,上南十二村 2室0厅 250万,250万,上南十二村  | 2室0厅 | 45.47平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-f0bcbbb3-a771-431c-a835-5e4bac148f3c.jpg.296x216.jpg
20190504,浦东,世博,逸翠公馆 2室1厅 470万,470万,逸翠公馆  | 2室1厅 | 66.55平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-3ecc127a-5b4e-4fa0-9233-9bded69eae05.jpg.296x216.jpg
20190504,浦东,世博,昌四小区 2室1厅 290万,290万,昌四小区  | 2室1厅 | 57.58平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-829ba5c8-7f1f-431e-aa09-b81ceb7d52dc.jpg.296x216.jpg
20190504,浦东,世博,上南三村性价一房朝南 7/8/13号线700米以内 得房高,178万,上南三村  | 1室1厅 | 32.44平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-8b6e1af4-b82f-4dd0-8879-54fc8dd12c14.jpg.296x216.jpg
20190504,浦东,世博,红莲小区 1室1厅 295万,295万,红莲小区  | 1室1厅 | 56.42平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-5e6b9616-a117-4114-9a56-02add01aeb37.jpg.296x216.jpg
20190504,浦东,世博,齐七小区 南北两房 6/13号东明路站 精装带天井~！,339万,齐七小区  | 2室1厅 | 54.11平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-9a4b6125-0c54-4b6b-a73b-6742f28e322c.png.296x216.jpg
20190504,浦东,世博,首付90万住中环，六七八十三号四轨交汇，你的不二选择,255万,上南七村  | 2室0厅 | 45.97平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-bc2ffa60-7dba-4f72-bc0a-789eb64f36db.png.296x216.jpg
20190504,浦东,世博,全明户型，采光好，视野辽阔，配套齐全,220万,云台一小区  | 1室1厅 | 41.04平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-19c841b6-11a3-499e-8694-9ca8f777e86c.png.296x216.jpg
20190504,浦东,世博,上南十二村 精装修 看房方便 业主诚心出售,218万,上南十二村  | 1室1厅 | 44.27平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-b52afcb2-8115-4df3-aa69-600d2ec0dcd2.jpg.296x216.jpg
20190504,浦东,世博,济阳新村，低层舒适两房，近耀华路主干道，交通很便利,320万,济阳二村  | 2室1厅 | 69.9平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-69016c83-d9f3-4087-be04-09ac9325e71b.png.296x216.jpg
20190504,浦东,世博,此房满五唯一，小区位置好，户型正气，采光好,465万,齐二小区  | 2室1厅 | 76.37平米 | 南 | 毛坯 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-d8dd3ec6-08e9-4499-b270-28743cf708dd.png.296x216.jpg
20190504,浦东,世博,世博两室一厅，一梯两户，全明户型，67813号线。,290万,济阳三村  | 2室1厅 | 60.56平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-07449c35-bb4f-4077-93f2-e2648dadbd48.png.296x216.jpg
20190504,浦东,世博,凯德嘉博名邸 2室2厅 710万,710万,凯德嘉博名邸  | 2室2厅 | 91.59平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-2a9f5ed5-053d-4989-af6b-bac1824dae34.jpg.296x216.jpg
20190504,浦东,世博,上南七村 1室1厅 270万,270万,上南七村  | 1室1厅 | 49.42平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-7f9ce827-aac4-491b-87ad-fb8bc0134983.jpg.296x216.jpg
20190504,浦东,世博,红莲小区 2室1厅 330万,330万,红莲小区  | 2室1厅 | 66.37平米 | 东南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-98dbbd17-163a-4662-b61d-2e4da50aff7f.jpg.296x216.jpg
20190504,浦东,世博,上南九村 1室1厅 265万,265万,上南九村  | 1室1厅 | 48平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-df0c3911-2f28-4cb7-aa0b-10f49ed5e84a.jpg.296x216.jpg
20190504,浦东,世博,德州六村 2室1厅 260万,260万,德州六村  | 2室1厅 | 54.69平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-6c61a68d-7bb4-4c92-8883-499a86968a79.jpg.296x216.jpg
20190504,浦东,世博,上钢七村 2室1厅 280万,280万,上钢七村  | 2室1厅 | 51.55平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-60fd6035-f72a-4e71-9b51-29aa26635d8e.jpg.296x216.jpg
20190504,浦东,世博,齐七小区 2室1厅 330万,330万,齐七小区  | 2室1厅 | 57.16平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-600ab9ca-34ba-4bf8-8261-7942df5d41a8.jpg.296x216.jpg
20190504,浦东,世博,恒大小区 6楼 正气一室一厅 普通住宅税费低 方便看房,228万,恒大小区  | 1室1厅 | 47.45平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-f6c3a719-e250-4c13-9753-f3216411f4f9.jpg.296x216.jpg
20190504,浦东,世博,逸翠公馆 2室1厅 450万,450万,逸翠公馆  | 2室1厅 | 65.37平米 | 西南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-09113e76-6311-4908-9054-843e16f19900.jpg.296x216.jpg
20190504,浦东,世博,凯德嘉博名邸 2室2厅 730万,730万,凯德嘉博名邸  | 2室2厅 | 91.96平米 | 东南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-999e161e-4cf3-4518-9ce9-8d0417bcc3f0.jpg.296x216.jpg
20190504,浦东,世博,德州四村边套带窗南北两房，总价低，格局通透,258万,德州四村  | 2室1厅 | 48.84平米 | 南 北 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-68571a05-8976-4512-85e0-37a909072d68.jpg.296x216.jpg
20190504,浦东,世博,首套首付 仅需 76万起 此房满五唯一  房东诚意出售,215万,上南六村  | 1室1厅 | 41.39平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-42579422-6f5f-49d8-adbf-7147f299b9b8.jpg.296x216.jpg
20190504,浦东,世博,昌四小区 2室1厅 288万,288万,昌四小区  | 2室1厅 | 55.36平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-7acf6efd-8dee-4198-a85d-095426ba60ec.jpg.296x216.jpg
20190504,浦东,世博,济阳一村一房一厅，厨卫朝西，一梯四户,215万,济阳一村  | 1室1厅 | 41.19平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-b89a495c-b3a8-4019-946a-0355429dc6a2.jpg.296x216.jpg
20190504,浦东,世博,上南七村 1室1厅 200万,200万,上南七村  | 1室1厅 | 35.85平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-912b9b69-9697-4191-a2f3-6fdf634af0fc.jpg.296x216.jpg
20190504,浦东,世博,精装修，边套全明，含家具家电，近耀华路站，看房方便,215万,上南二村  | 1室1厅 | 35.4平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-f1d54528-b464-4204-b98a-931a59184b27.jpg.296x216.jpg
20190504,浦东,世博,世博板块 8/13号线地铁 中间三楼 满五唯一 临河,303.5万,德州六村  | 2室1厅 | 58.44平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-9ddf3a01-f93e-4061-8cf6-8053c0cd7ea7.jpg.296x216.jpg
20190504,浦东,世博,东边套 房东诚心出售 满五唯一 税费低 看房提前联系,195万,德州二村  | 1室1厅 | 38.12平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-18f9a526-8a84-4bba-bb17-bf5469c2f7d2.png.296x216.jpg
20190504,浦东,世博,六里二村 1室1厅 235万,235万,六里二村  | 1室1厅 | 43.4平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-41e365a4-31dd-43e3-85ac-9dd35d7e2906.jpg.296x216.jpg
20190504,浦东,世博,德州一村 1室0厅 176万,176万,德州一村  | 1室0厅 | 32平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-927161f4-710b-4637-b527-bd7757ec5cd9.jpg.296x216.jpg
20190504,浦东,世博,洪高小区 3室1厅 630万,630万,洪高小区  | 3室1厅 | 109.38平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-6596faaa-7bd5-4ae3-b9b0-1fdf0de8fc3e.jpg.296x216.jpg
20190504,浦东,世博,博文家园 1室1厅 400万,400万,博文家园  | 1室1厅 | 52平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-f3b2dbda-1b6e-4fe1-bd47-fad641a2b852.jpg.296x216.jpg
20190504,浦东,世博,恒大小区 精装修 近地铁 采光好,240万,恒大小区  | 1室1厅 | 45.64平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-55653e91-ba11-40b9-b84b-c829ac5e5edf.png.296x216.jpg
20190504,浦东,世博,精装修，边套南北户型，三面采光，不靠路房主自荐,239万,上南十二村  | 1室1厅 | 44.35平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-1d5b0aff-6516-476d-a935-776c21911ea8.png.296x216.jpg
20190504,浦东,世博,长清路地铁站~济阳三村精装修一年的一房一厅急售,230万,济阳三村  | 1室1厅 | 43.49平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-699e4916-0929-4a98-98b0-a2e8fc83d26e.png.296x216.jpg
20190504,浦东,世博,浦三路732弄 2室1厅 398万,398万,浦三路732弄  | 2室1厅 | 71.58平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-22ae395d-35f4-4847-add3-8c145a57a74d.jpg.296x216.jpg
20190504,浦东,世博,上南五村 1室1厅 290万,290万,上南五村  | 1室1厅 | 51.15平米 | 西 北 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-c515f0ef-8ce4-40fa-905f-9873e0e12f82.jpg.296x216.jpg
20190504,浦东,世博,齐二小区 1室1厅 198万,198万,齐二小区  | 1室1厅 | 40.81平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-bd382f1a-a9a5-4ee0-9afb-aaf2dc5ac985.jpg.296x216.jpg
20190504,浦东,世博,齐七小区 楼层好采光好 97年房龄 靠6/7号地铁！,337万,齐七小区  | 2室1厅 | 59.38平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-ec4d3693-25e5-4da8-8860-ccd4f95660a2.png.296x216.jpg
20190504,浦东,世博,德州一村 2室1厅 245万,245万,德州一村  | 2室1厅 | 49.13平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-23baaf99-4cf3-4870-9242-e0945a691a83.png.296x216.jpg
20190504,浦东,世博,上南七村 1室1厅 205万,205万,上南七村  | 1室1厅 | 41.84平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-8200eca7-8aa8-4a27-a8c9-1a9781e0bb90.png.296x216.jpg
20190504,浦东,世博,轻工六里小区 2室1厅 390万,390万,轻工六里小区  | 2室1厅 | 71.33平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-bb468bc1-f9e0-4874-9c4c-ed3f85ec8a46.jpg.296x216.jpg
20190504,浦东,世博,单价低，总价低，出门即是地铁7号线长清路！近后滩！,180万,济阳三村  | 1室0厅 | 36.86平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-41c6da26-74be-4650-b17e-ca9671337516.png.296x216.jpg
20190504,浦东,世博,上钢一村 1室1厅 235万,235万,上钢一村  | 1室1厅 | 42平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-22c7b67d-91e5-4092-a4f8-512ad3e567d1.jpg.296x216.jpg
20190504,浦东,世博,上南九村   近地铁8  13号线   房型好  面积大 总价低,250万,上南九村  | 1室1厅 | 48.92平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-60a66547-a5e7-416a-85a3-e94cbaa4b9ca.jpg.296x216.jpg
20190504,浦东,世博,上南五村 1室0厅 195万,195万,上南五村  | 1室0厅 | 32.94平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-3b891007-da5e-4d41-ab85-a519a5aec17a.jpg.296x216.jpg
20190504,浦东,世博,售后公房 少税 好位置 近地铁,350万,新世纪花苑(二期)(浦东)  | 2室1厅 | 67.69平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-8e25ecf7-ea54-49e9-9bb5-d2feeffb3725.jpg.296x216.jpg
20190504,浦东,世博,上钢十村 2室1厅 320万,320万,上钢十村  | 2室1厅 | 57.5平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-ede315a0-9ab1-43b8-8278-1b59229d4a1a.jpg.296x216.jpg
20190504,浦东,世博,上钢四村 2室1厅 300万,300万,上钢四村  | 2室1厅 | 48.26平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-c73591b8-c05c-413f-98f9-d430614ade6b.jpg.296x216.jpg
20190504,浦东,世博,满五年唯一，全明户型，采光通风效果佳，交通便利,310万,昌四小区  | 2室1厅 | 62.24平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-3bcaf9d6-387e-4b42-a84a-80b10f03bc87.jpg.296x216.jpg
20190504,浦东,世博,德州七村 1室1厅 205万,205万,德州七村  | 1室1厅 | 43.6平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-dfcf32a4-7ffe-4148-9d83-ff6808d47322.jpg.296x216.jpg
