20190504,浦东,潍坊,此房满五唯一，小区花园位置，中间楼层，诚意出售,480万,潍坊九村  | 2室1厅 | 48.12平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-132384bc-b8ba-4626-bfdd-75376fb54e9d.jpg.296x216.jpg
20190504,浦东,潍坊,中间楼层，视野开阔，采光充足，环境优美适宜居,385万,潍坊六村  | 1室1厅 | 36.8平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-ae8f2aaf-9123-45bd-8548-f78a80a80b36.jpg.296x216.jpg
20190504,浦东,潍坊,南北带天井16+，业主诚售价格可谈，实用面积超大。,475万,潍坊六村  | 2室1厅 | 50.38平米 | 东南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-e89553cf-b962-49e9-b507-91893ad4b0a2.png.296x216.jpg
20190504,浦东,潍坊,小区中间位置+全明户型+满五唯一+诚心出售,460万,泉东(二)小区  | 1室1厅 | 34.63平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-d07c7d5d-8456-4a2c-b76f-74286245dab0.jpg.296x216.jpg
20190504,浦东,潍坊,潍坊二村非底层大面积两房，小区中间位置，满五年,340万,潍坊二村  | 2室1厅 | 54.69平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-38cda500-904f-416d-ac12-e1d3e7e617b9.jpg.296x216.jpg
20190504,浦东,潍坊,东建新村 1室1厅 270万,270万,东建新村  | 1室1厅 | 36.02平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-886fce50-f6de-4f11-9d50-25deb381c9ab.jpg.296x216.jpg
20190504,浦东,潍坊,潍坊九村 双南大两房 中间楼层  精装修 看房方便,514万,潍坊九村  | 2室1厅 | 59.42平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-082efd1a-22fc-4bac-a220-5232121a786c.jpg.296x216.jpg
20190504,浦东,潍坊,东建新村 2室1厅 250万,250万,东建新村  | 2室1厅 | 47.72平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-d7a7dc2e-7c82-4dc8-a42d-94e1a301a79f.jpg.296x216.jpg
20190504,浦东,潍坊,精装交付，拎包入住，房东自住，看房方便。,241万,王家宅小区  | 1室1厅 | 35.72平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-0efc6ee9-e3e0-46bb-9ef3-830e9fa42051.png.296x216.jpg
20190504,浦东,潍坊,满五、朝南一室，位置居中，欢迎看房,400万,潍坊九村  | 1室1厅 | 36.84平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-a3900749-3917-4619-9561-e8869a86ff71.jpg.296x216.jpg
20190504,浦东,潍坊,泉东小区 1室1厅 510万,510万,泉东小区  | 1室1厅 | 46.47平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-0b1e9f73-952f-4422-a04a-e8f774a86d05.jpg.296x216.jpg
20190504,浦东,潍坊,潍坊八村，双南两房，婚房装修，不靠马路，诚意出售,395万,潍坊八村  | 2室1厅 | 49.4平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-2d29007b-8127-4b5a-bd88-1d8ac8c32d25.png.296x216.jpg
20190504,浦东,潍坊,南泉大楼 2室2厅 615万,615万,南泉大楼  | 2室2厅 | 94.13平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-af565811-ed8e-4d1b-856c-44c4fedb7f4a.jpg.296x216.jpg
20190504,浦东,潍坊,浦潍大楼 1室1厅 290万,290万,浦潍大楼  | 1室1厅 | 37.11平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-20312096-33ee-4166-8d7b-8737cc510e9a.jpg.296x216.jpg
20190504,浦东,潍坊,潍坊七村 宝钢式户型  满五不唯一 产权1人 看房方便,390万,潍坊七村  | 1室1厅 | 35.24平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-da200bf3-1771-4b85-ada9-6ff602bbaa0c.jpg.296x216.jpg
20190504,浦东,潍坊,潍坊八村 2室1厅 400万,400万,潍坊八村  | 2室1厅 | 54.43平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-b472925b-d7f1-4e7a-afc1-db72fd56708f.jpg.296x216.jpg
20190504,浦东,潍坊,两房，双南，高楼层采光好，诚意出售,475万,潍坊十村  | 2室1厅 | 47.86平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-ce0b2db5-95c6-4a7c-8d68-48a3701af53e.jpg.296x216.jpg
20190504,浦东,潍坊,业主急售，随时可看房，急售急售急售,255万,潍坊一村  | 1室0厅 | 34.77平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-df75c5b5-7a9e-498c-a1ef-b9e42324845d.png.296x216.jpg
20190504,浦东,潍坊,泉东小区 南向精装大一房 全明格局 中间楼层 诚售,475万,泉东小区  | 1室1厅 | 41.79平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-a456d334-a71e-4370-beee-a9dfbb516e4f.png.296x216.jpg
20190504,浦东,潍坊,南北边套全明户型，采光通风好，小区花园位置,420万,潍坊九村  | 1室1厅 | 34.68平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-edb39ca2-6e53-40eb-9483-80cab259e932.png.296x216.jpg
20190504,浦东,潍坊,双南两房，近八佰伴，浦明，陆家嘴片区,335万,潍坊三村  | 2室1厅 | 48.71平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-d758c49c-33c4-43d7-81d9-01d7fd4ae542.jpg.296x216.jpg
20190504,浦东,潍坊,户型方正   近地铁站   好出租   好楼层   看房方便,570万,竹南小区  | 3室1厅 | 72.71平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-72a0aaee-2390-495a-8a38-a9c12168f3ac.jpg.296x216.jpg
20190504,浦东,潍坊,精修保养好，中间3楼、满五年、位置安静紧挨小游园,269万,潍坊四村  | 1室1厅 | 35.62平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-cd45c244-7ec6-492a-8318-71f1197b68b3.jpg.296x216.jpg
20190504,浦东,潍坊,王家宅小区，次新房，小区安静，出行方便，双南两房房主自荐,415万,王家宅小区  | 2室1厅 | 60.88平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-6d92d9e1-69da-43e3-92a3-ebb7484cb57a.jpg.296x216.jpg
20190504,浦东,潍坊,泉东小区 南向一房 精装修 产权清晰 业主诚意出售,470万,泉东小区  | 1室1厅 | 33.75平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-739b7514-14a2-4200-9b1f-3a3ffc64d3e2.jpg.296x216.jpg
20190504,浦东,潍坊,朱家滩小区 南北边套一室半 位置好 业主诚意出售,460万,朱家滩小区  | 1室1厅 | 43.48平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-a2f5c248-b2f2-4d80-9c90-b9fa3391fe95.jpg.296x216.jpg
20190504,浦东,潍坊,朱家滩小区  南向小一房  小区中间位置 低楼层,440万,朱家滩小区  | 1室1厅 | 33.08平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-07d55b36-9afc-48d9-bb8a-fcddb1786f82.jpg.296x216.jpg
20190504,浦东,潍坊,朱家滩小区 2室1厅 480万,480万,朱家滩小区  | 2室1厅 | 43平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-ede6ab47-4788-4e01-af8e-69e5653318bd.jpg.296x216.jpg
20190504,浦东,潍坊,潍坊四村 二梯队 得房率高 交通方便 拎包入住,345万,潍坊四村  | 2室1厅 | 48.62平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-88c67c1d-92af-4934-b30d-5725867ab0ed.jpg.296x216.jpg
20190504,浦东,潍坊,众城公寓 2室1厅 899万,899万,众城公寓  | 2室1厅 | 157.63平米 | 东南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-7f5f353e-d894-4824-90a7-93e7d5258500.png.296x216.jpg
20190504,浦东,潍坊,北高大楼 2室1厅 465万,465万,北高大楼  | 2室1厅 | 60.94平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-6dcb68b7-c01c-41e5-b30c-c7aaf5fe4cfb.jpg.296x216.jpg
20190504,浦东,潍坊,明珠小一房，产权清晰，生活便利，也可以直接出租,440万,泉东(二)小区  | 1室1厅 | 31.7平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-2858705e-caa6-4781-a319-b9aa0b5c9732.jpg.296x216.jpg
20190504,浦东,潍坊,潍坊四村 1室1厅 290万,290万,潍坊四村  | 1室1厅 | 40.63平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-e6e1d479-315c-4bf6-8cd9-8bbfdb924044.jpg.296x216.jpg
20190504,浦东,潍坊,南泉大楼 2室2厅 638万,638万,南泉大楼  | 2室2厅 | 94平米 | 东 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-64f603b1-f3e8-448e-a774-280783900440.jpg.296x216.jpg
20190504,浦东,潍坊,楼层好，采光好，位置好，视野好，装修好，满五,385万,潍坊九村  | 1室0厅 | 36.84平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-23413d9d-b8e2-4b84-9a28-6b328db8ed08.jpg.296x216.jpg
20190504,浦东,潍坊,潍坊四村 1室0厅 248万,248万,潍坊四村  | 1室0厅 | 33.81平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-b115e249-6580-4537-a747-e48ed7b0f9a0.png.296x216.jpg
20190504,浦东,潍坊,近明珠、户型好、安静位置、精装修、采光好，诚意出售房主自荐,380万,潍坊十村  | 1室1厅 | 37.91平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-119ab14f-0592-4143-ac02-ff2617f489d6.jpg.296x216.jpg
20190504,浦东,潍坊,标准一房，小区花园位置，不靠马路，总价低,390万,潍坊十村  | 1室1厅 | 35.9平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-7736f067-e8c7-431b-a36d-0c8fef9acc01.jpg.296x216.jpg
20190504,浦东,潍坊,潍坊七村 边套一房 产权清晰 诚意出售,400万,潍坊七村  | 1室1厅 | 37.49平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-870e3c05-2849-4d1e-b218-c55928b76c4f.jpg.296x216.jpg
20190504,浦东,潍坊,精装修20万 满五年 无住房 产权清晰 看房方便,480万,潍坊七村  | 2室0厅 | 52.21平米 | 南 西南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-22bc4a1e-6301-4de1-93bc-9eccd0f24eaa.jpg.296x216.jpg
20190504,浦东,潍坊,小区中间位置+全明户型+双南打两房+诚心出售,540万,泉东(二)小区  | 2室0厅 | 58.19平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-17133dc3-9c8e-4204-8f76-b62374b6a6d3.jpg.296x216.jpg
20190504,浦东,潍坊,售后公房  满五唯一   看房方便 业主诚售,570万,朱家滩小区  | 2室1厅 | 59.58平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-ffeb2c3c-947e-4ebf-bd33-45c52081a93e.jpg.296x216.jpg
20190504,浦东,潍坊,精装修，铂金两楼，业主自住，低楼层，适宜自住,258万,潍坊四村  | 1室1厅 | 41.36平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-85444b30-2bb2-43de-8001-15caf4ad46a9.jpg.296x216.jpg
20190504,浦东,潍坊,潍坊三村 1室1厅 290万,290万,潍坊三村  | 1室1厅 | 39.93平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-bdbf69f6-ad4a-4d0c-89fd-dc0cc2a57b7c.jpg.296x216.jpg
20190504,浦东,潍坊,双南两房+采光充足+视野开阔+房东诚意出售,340万,潍坊三村  | 2室0厅 | 47.41平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-2e3475e6-cf7e-43a3-b1fe-4188f4b885e3.png.296x216.jpg
20190504,浦东,潍坊,一室一厅+边套全明+采光充足+视野开阔,290万,潍坊三村  | 1室1厅 | 39.93平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-902234a8-2c15-41bb-b673-b70719daa9bf.png.296x216.jpg
20190504,浦东,潍坊,泉东小区 南向一室一厅 满五不唯一 产权清晰 诚意出售,475万,泉东小区  | 1室1厅 | 41.69平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-a75a1ca6-e690-4128-8070-6d15b5cf7a78.jpg.296x216.jpg
20190504,浦东,潍坊,浦南幼儿园++小区花园位置+南北通诚无占用,260万,潍坊一村  | 1室1厅 | 35平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-fb711c5b-4d00-4021-be59-9aa5394917ac.jpg.296x216.jpg
20190504,浦东,潍坊,朱家滩小区 2室1厅 510万,510万,朱家滩小区  | 2室1厅 | 53.42平米 | 东南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-3a04924b-e509-43cc-8f08-3bbc408cf425.png.296x216.jpg
20190504,浦东,潍坊,朱家滩小区 1室1厅 500万,500万,朱家滩小区  | 1室1厅 | 36.6平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-47b5c57d-954e-4b42-9de9-66e68f4523d6.jpg.296x216.jpg
20190504,浦东,潍坊,潍坊二村，南北两房，自住装修，近八佰伴,335万,潍坊二村  | 2室1厅 | 50.3平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-84dd367e-ce21-46a9-89a9-acd12de9cb9c.jpg.296x216.jpg
20190504,浦东,潍坊,浦潍大楼 1室1厅 265万,265万,浦潍大楼  | 1室1厅 | 37.11平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-0ffd9076-fdeb-4c55-99f6-52cee1f79c6c.jpg.296x216.jpg
20190504,浦东,潍坊,使用面积大，小区位置佳，看房方便，诚意出售！房主自荐,359万,潍坊六村  | 1室0厅 | 30.48平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-adecf0df-30a9-403e-9b47-3dd5ed50d307.jpg.296x216.jpg
20190504,浦东,潍坊,潍坊五村，双南户型，采光充足，户型方正，诚意出售,330万,潍坊五村  | 2室0厅 | 49.29平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-5426589d-5a8d-4899-8ee7-13fa3b3351c5.jpg.296x216.jpg
20190504,浦东,潍坊,明珠小一房，适合自住，也可以直接出租,470万,泉东(二)小区  | 1室1厅 | 38.75平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-700d4b52-de48-4ef2-8660-30eceeaf7fab.png.296x216.jpg
20190504,浦东,潍坊,浦明，南北边套两房，产权户口清晰，诚意出售,335万,潍坊二村  | 2室0厅 | 48.74平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-ec1c69e8-0627-46d5-b1b9-8547296b0e9c.jpg.296x216.jpg
20190504,浦东,潍坊,浦明，精装好楼层，总价低 业主诚心卖,230万,潍坊二村  | 1室1厅 | 28.08平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-5aa116f4-a091-4554-a7fa-e942985c43af.jpg.296x216.jpg
20190504,浦东,潍坊,位置不错 采光充足 配套齐全 低总价 税费少 价格可谈,320万,竹南小区  | 1室1厅 | 41.78平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-923755a6-b2af-4c7e-ae8f-0437b1886f9f.jpg.296x216.jpg
20190504,浦东,潍坊,潍坊九村 1室1厅 425万,425万,潍坊九村  | 1室1厅 | 39.22平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-933f025f-a331-4406-9d65-3a954bacd9df.jpg.296x216.jpg
20190504,浦东,潍坊,东建新村 1室1厅 215万,215万,东建新村  | 1室1厅 | 34.48平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-e6d2f0b5-274a-49e4-8ece-96fd5a3af8d2.jpg.296x216.jpg
20190504,浦东,潍坊,精装修一室户，中间楼层，诚意出售，欢迎看房出价房主自荐,385万,潍坊六村  | 1室1厅 | 31.87平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-3d0d2dd3-51ce-4488-b811-878aa66dfc62.jpg.296x216.jpg
20190504,浦东,潍坊,王家宅小区，精装修，适合自住，靠塘桥公园,296万,王家宅小区  | 1室2厅 | 44.4平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-9e155c1c-fe55-4f55-a84e-aa01073e0f7f.jpg.296x216.jpg
20190504,浦东,潍坊,泉东小区 南向小一房 产权清晰 楼层好 带露台,450万,泉东小区  | 1室1厅 | 31.1平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-10427afb-8b32-4c9d-ab92-9b175216d1dc.jpg.296x216.jpg
20190504,浦东,潍坊,潍坊四村 1室1厅 280万,280万,潍坊四村  | 1室1厅 | 41.36平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-26cf71df-dc1c-4001-a0f8-cffb8ffbda65.jpg.296x216.jpg
20190504,浦东,潍坊,潍坊小户型，小区位置安静，业主诚售,252万,王家宅小区  | 1室1厅 | 35.72平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-3eeb40b6-c1e7-42e7-9fe6-4785204dda6c.jpg.296x216.jpg
20190504,浦东,潍坊,小区中间位置、环境佳、无遮挡、阳光明媚、精装保养好,360万,潍坊五村  | 2室1厅 | 52.53平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-15dbd3d2-6674-45ad-a415-4bd4e956e10a.jpg.296x216.jpg
20190504,浦东,潍坊,此房已满五年，通风好精装修可直接出租户,440万,泉东(二)小区  | 1室0厅 | 31.7平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-d3a8f5b9-3271-46f1-96c7-e0418dc144fe.jpg.296x216.jpg
20190504,浦东,潍坊,潍坊三村 1室1厅 340万,340万,潍坊三村  | 1室1厅 | 44.87平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-c6fa4e85-b630-4be2-9e15-5a863d4bd7ea.jpg.296x216.jpg
20190504,浦东,潍坊,浦坊大楼 1室1厅 280万,280万,浦坊大楼  | 1室1厅 | 41.08平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-fb1e1b51-c6ff-47f5-ae94-f5bbad81d071.png.296x216.jpg
20190504,浦东,潍坊,一室半精装小户型，五脏俱全，自住出租皆宜,425万,潍坊十村  | 1室1厅 | 40.78平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-89288401-6678-445b-b566-9605853e7e16.png.296x216.jpg
20190504,浦东,潍坊,朱家滩小区，朝南一室户，楼层好， 位置好，价格可谈,465万,朱家滩小区  | 1室1厅 | 35.98平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-96e4ed65-329c-49e4-bbdf-72fea8a6ba46.jpg.296x216.jpg
20190504,浦东,潍坊,潍坊四村 1室1厅 255万,255万,潍坊四村  | 1室1厅 | 33.48平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-6f7b9e00-7285-4ddd-9cf3-1def3e2e58d0.jpg.296x216.jpg
20190504,浦东,潍坊,潍坊二村，双南两房，视野开阔，后无遮挡，采光充足,320万,潍坊二村  | 2室1厅 | 47.83平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-6a94fe45-1237-48da-8205-16f43f231b2e.jpg.296x216.jpg
20190504,浦东,潍坊,潍坊八村 1室1厅 260万,260万,潍坊八村  | 1室1厅 | 34.63平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-9b64d39e-4b99-460c-88b1-9fe7f45268c8.png.296x216.jpg
20190504,浦东,潍坊,潍坊三村独门独户中间楼层南北两房 产权户口清晰,332万,潍坊三村  | 2室1厅 | 46.86平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-4e1b5514-8708-437c-9717-995e67421c4c.jpg.296x216.jpg
20190504,浦东,潍坊,潍坊八村 1室1厅 290万,290万,潍坊八村  | 1室1厅 | 40.8平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-e0376fd2-f65b-442d-8716-caf5a8ad4bfe.jpg.296x216.jpg
20190504,浦东,潍坊,满五唯一 七十年产权 酒店式公寓带租约出售不通天然气,320万,兴业嘉园  | 1室1厅 | 51.52平米 | 西 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-c7762f15-a878-4b1b-80d4-241777a324d5.jpg.296x216.jpg
20190504,浦东,潍坊,潍坊八村 1室1厅 280万,280万,潍坊八村  | 1室1厅 | 34.5平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-4469b5fe-f186-43a4-b5af-5d68e2f66546.jpg.296x216.jpg
20190504,浦东,潍坊,朱家滩小区 1室1厅 465万新上,465万,朱家滩小区  | 1室1厅 | 36.57平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-e0445bc1-69b1-443b-a9e9-7846b37040aa.jpg.296x216.jpg
20190504,浦东,潍坊,东欣小区+环境优美+随时看房+八佰伴+2469+产权清晰,548万,东欣小区  | 2室0厅 | 62.43平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/0da3c51a-8b08-4131-8da7-f70afe0f9fb3.jpg.296x216.jpg
20190504,浦东,潍坊,新光大楼 2室1厅 650万,650万,新光大楼  | 2室1厅 | 72.35平米 | 西南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20171224/336fab5b-9597-4ba6-851e-3bad71d0c476.jpg.296x216.jpg
20190504,浦东,潍坊,东建新村，双南户型，浦明，近菜市,240万,东建新村  | 2室1厅 | 47.06平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170323/e33e57af-b3ef-44de-ae9e-53a3817b3968.jpg.296x216.jpg
20190504,浦东,潍坊,健康品质小区，双南户型，中间楼层，紧靠浦电路地铁,420万,潍坊八村  | 2室1厅 | 64.31平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload6a49cc48-d1dd-48b4-b555-56bd5aac9578.jpg.296x216.jpg
20190504,浦东,潍坊,浦明师范，精装好楼层，总价低一套，小区中间，近地铁,350万,王家宅小区  | 1室1厅 | 44.33平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20171124/6ebc1ded-34f6-400b-ac51-bddcf0d85963.jpg.296x216.jpg
20190504,浦东,潍坊,嘉德公寓 3室2厅 946万房主自荐,946万,嘉德公寓  | 3室2厅 | 129.75平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20170604/1f0893b7-7416-4096-8b19-2adfe9084c4f.jpg.296x216.jpg
20190504,浦东,潍坊,潍坊七村 精装一房 35.24平 385万 满二年 产权清晰,385万,潍坊七村  | 1室1厅 | 35.24平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170920/9514ffbf-bd8f-456a-8654-36d48aa62fe5.jpg.296x216.jpg
20190504,浦东,潍坊,兴业嘉园 2室2厅 980万,980万,兴业嘉园  | 2室2厅 | 139平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/2f14d638-dc54-4d73-afa3-af24edab0884.jpg.296x216.jpg
20190504,浦东,潍坊,附带阁楼，带精装修，边套全明一房，诚意出售,315万,潍坊三村  | 1室2厅 | 40.18平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170813/bcc65a2d-c075-4570-ab52-9c2e8a3e04a9.jpg.296x216.jpg
20190504,浦东,潍坊,潍坊八村 1室1厅 296万,296万,潍坊八村  | 1室1厅 | 40.7平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170908/4b23ed55-c79f-4022-9806-57fd8f2aadab.jpg.296x216.jpg
20190504,浦东,潍坊,嘉德公寓 2室2厅 850万,850万,嘉德公寓  | 2室2厅 | 118.49平米 | 南 | 其他 | 有电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload985f4cde-0cf4-4e64-b5c6-cf13aacb7c87.jpg.296x216.jpg
20190504,浦东,潍坊,世纪大道地铁口300米处爵士大厦南北电梯两房,830万,众城公寓  | 2室2厅 | 138.76平米 | 东南 | 简装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20170906/b2e3cf7e-9f38-4c54-b066-b94ab6039a81.jpg.296x216.jpg
20190504,浦东,潍坊,A明珠 电梯南北全明两房一厅，售后公房，满五唯一,590万,开发浦东  | 2室1厅 | 67.07平米 | 南 | 毛坯 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/6ae8320c-fa3f-4c21-b9c8-0f09736a302b.png.280x210.jpg
20190504,浦东,潍坊,爵士大厦 3室2厅 1050万,1050万,爵士大厦  | 3室2厅 | 151.43平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/fbd8da3f-61ea-46f8-ac62-6e920d19d135.jpg.296x216.jpg
20190504,浦东,潍坊,此房一楼进出十分便利，两房高空间，居住舒服,474万,潍坊九村  | 2室1厅 | 46.6平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/014967a5-8a91-4f03-bdaf-b970ebc94651.jpg.296x216.jpg
20190504,浦东,潍坊,新明大楼 1室1厅 480万,480万,新明大楼  | 1室1厅 | 49.74平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/063f39c3-76d8-4729-ab3e-22b6b77ef852.jpg.296x216.jpg
20190504,浦东,潍坊,电梯新小区+复式南北两房+房东急售+价可谈,630万,爱法珑庭  | 2室2厅 | 69平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/39621895-2c11-4a1f-8fe2-627f918148f1.jpg.296x216.jpg
20190504,浦东,潍坊,电梯房，位置好，户型佳，业主诚意出售,560万,南泉大楼  | 2室2厅 | 84.3平米 | 东南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20171013/91f25f1d-14bf-4305-8dea-2356bfa63af3.jpg.296x216.jpg
20190504,浦东,潍坊,阜兴世纪公馆 2室2厅 850万,850万,阜兴世纪公馆  | 2室2厅 | 122平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20171206/cd3f69b0-ef0f-4350-8e20-2424dd1c9f6f.jpg.296x216.jpg
20190504,浦东,潍坊,王家宅小区 3室1厅 550万,550万,王家宅小区  | 3室1厅 | 99.22平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20160410/b4a0c53f-ee26-4de2-998b-4ed556f96134.jpg.296x216.jpg
