20190504,虹口,曲阳,东边套低价+精装+北一室户+内环+曲阳路8号地铁站新上,135万,玉田新村  | 1室0厅 | 29.1平米 | 东 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-140227e7-732b-4e14-be26-68085c4adedd.jpg.296x216.jpg
20190504,虹口,曲阳,双天井，两房总价低，税费少，看房方便房主自荐,305万,东体小区  | 2室1厅 | 49平米 | 东南 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-ef11733f-9891-4fb9-817f-c51fa9357934.jpg.296x216.jpg
20190504,虹口,曲阳,近地铁，出门鲁迅公园，双轨交汇,630万,华敏大厦  | 2室2厅 | 96.08平米 | 西南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-b554e660-a334-4b57-8b1a-00e93472e04e.jpg.296x216.jpg
20190504,虹口,曲阳,东体小区 2室1厅 315万,315万,东体小区  | 2室1厅 | 52.83平米 | 东南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-e0cef2af-7ba4-4c3c-90df-967ecf5b3d81.jpg.296x216.jpg
20190504,虹口,曲阳,运光小区 2室1厅 290万,290万,运光小区  | 2室1厅 | 51.47平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-d07e1d04-c4da-4df4-b3d7-69dfd5926374.jpg.296x216.jpg
20190504,虹口,曲阳,两房总价低    售后公房  两房朝南,265万,八一小区  | 2室1厅 | 45.08平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-d27dc4b9-ddbd-49a4-a054-b9ad0f8df849.jpg.296x216.jpg
20190504,虹口,曲阳,装修，双南朝向，采光充足楼层好，近地铁，诚意出售,335万,西南小区  | 2室0厅 | 44.39平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-ad200e5f-c591-4d91-b4f4-83ddb28bd238.jpg.296x216.jpg
20190504,虹口,曲阳,价格可谈！楼层好！诚心出售！随时随地可看！,455万,巴林别墅  | 2室1厅 | 73.52平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-2850ffc8-b733-4317-8f68-b19ac21e9b35.jpg.296x216.jpg
20190504,虹口,曲阳,四平路755弄 2室0厅 411万,411万,四平路755弄  | 2室0厅 | 63.49平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-0450456e-1442-485f-97bf-324d926f84b1.jpg.296x216.jpg
20190504,虹口,曲阳,低总价，楼层好，采光充足，配套设施齐全，诚意出售,209万,密云路471弄  | 1室0厅 | 35.48平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-07ac3471-1889-47ed-97b4-2cfa429f7efb.jpg.296x216.jpg
20190504,虹口,曲阳,南北通小户型，双轨交通！精装修，诚意出售！钥匙房,199.7万,祥东小区(虹口)  | 1室0厅 | 31.93平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-379530c8-33f9-4f76-966b-ca8c8f3ec83c.jpg.296x216.jpg
20190504,虹口,曲阳,密云路471弄 1室1厅 235万,235万,密云路471弄  | 1室1厅 | 39.07平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-1733dfb4-0f13-4173-808b-fc8f1fb56ce8.jpg.296x216.jpg
20190504,虹口,曲阳,满5唯一，3F精装修，一梯四户，看中价格还谈，诚售,195万,大西小区  | 1室0厅 | 31.45平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-f74de92b-b651-433c-b3ef-a740baf20382.jpg.296x216.jpg
20190504,虹口,曲阳,密二、小区，曲阳精品小区，一梯三户,350万,密二小区  | 2室1厅 | 53.21平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-91837ff3-b5a5-419d-9f3a-6b8eefd68393.jpg.296x216.jpg
20190504,虹口,曲阳,精装修， 配套实施成熟， 交通便利，校园近在咫尺,425万,双东小区  | 2室1厅 | 53平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-33762650-a9e4-43f4-b713-6afe5119f684.jpg.296x216.jpg
20190504,虹口,曲阳,双南户型+双轨交站龙之梦+鲁迅公园+楼层佳+随时看房,350万,西二小区  | 2室1厅 | 55.86平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-56e00f15-c161-49cc-b8d0-ed233da94793.jpg.296x216.jpg
20190504,虹口,曲阳,东四小区 南北2房 交通便利 售后公房 诚意出售,410万,东四小区  | 2室1厅 | 52.33平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-023bfbd9-cb9c-4a6a-b732-1269c72c046b.jpg.296x216.jpg
20190504,虹口,曲阳,售后公房 满五唯一   高区景观房,710万,邮电二村  | 3室1厅 | 95.05平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-6ab9025c-96db-4e91-8298-b3f21b2eb346.png.296x216.jpg
20190504,虹口,曲阳,高区2房 整天采光 有产权车位 近邮电新村站,880万,飘鹰东方花园  | 2室2厅 | 114.74平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-34741aaf-ddd9-487b-abd2-7c83a0bc63e2.png.296x216.jpg
20190504,虹口,曲阳,西山墙房型，满5税少，售后公房，看房方便，位置居中,220万,大西小区  | 1室1厅 | 39.82平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-fc100e71-0ae6-4d5e-9287-c458d3faeb97.jpg.296x216.jpg
20190504,虹口,曲阳,满五唯一，无个税，精装修，复旦，温馨舒适的家在等您房主自荐,898万,曲阳路920弄  | 3室2厅 | 131.46平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-24ee134a-515d-4e6b-9274-7a0cec50df08.png.296x216.jpg
20190504,虹口,曲阳,近百联购物 满五年，东边套南北通，难得的好户型,289万,运光路100弄  | 2室1厅 | 55.6平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-9230a347-b1d8-47c3-9769-fb919865615d.jpg.296x216.jpg
20190504,虹口,曲阳,精装修一房 小区环境好 楼层好小区位置好,235万,曲阳林云小区  | 1室1厅 | 36.19平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-1e29dd7d-2f96-4629-ab93-19b2ffa70740.jpg.296x216.jpg
20190504,虹口,曲阳,西南小区 1室0厅 190万,190万,西南小区  | 1室0厅 | 28.57平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-030ea48d-6187-4dcc-9544-16a84ae4acba.jpg.296x216.jpg
20190504,虹口,曲阳,曲阳8号线南北通透两房 中间楼层 交通配套齐全,315万,玉田路201弄  | 2室1厅 | 48.2平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-05fb64bc-1a66-4a35-b2e5-fff9b25886b7.png.296x216.jpg
20190504,虹口,曲阳,东体小区 2室1厅 285万,285万,东体小区  | 2室1厅 | 40.88平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-bccb9e45-a245-4f9b-bee2-c259494f67f2.jpg.296x216.jpg
20190504,虹口,曲阳,全明户型，采光佳，总价低，税费少，诚意出售,205万,密云路471弄  | 1室0厅 | 35.73平米 | 东 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-774052fe-461b-4ef9-80d8-0b0a638b4cf0.jpg.296x216.jpg
20190504,虹口,曲阳,玉田新村，朝南一门关，精装修拎包入住，诚意出售,170万,玉田新村  | 1室0厅 | 35.82平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-fc23c2a5-04b1-43ad-aa03-02a9afc33c84.jpg.296x216.jpg
20190504,虹口,曲阳,采光充足配套实施齐全，交通便利，没有遮挡低楼层，,450万,八一小区  | 3室0厅 | 75.6平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-b5890729-cba6-4619-b7b1-4314f2a38a2c.jpg.296x216.jpg
20190504,虹口,曲阳,老房东急售看房随时 户型方正诚意卖 价格好谈 采光好,720万,建工天峰公寓  | 2室1厅 | 103.07平米 | 暂无数据 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-560e3162-ae8a-4af5-ad4c-5c3c528173e5.jpg.296x216.jpg
20190504,虹口,曲阳,急售地铁口小区，南北户型，卫浴朝北，原始户型易改动,290万,西南小区  | 2室1厅 | 49.29平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-fd4e6ef0-928a-4a7d-bbb9-d1457d77e7e8.jpg.296x216.jpg
20190504,虹口,曲阳,一梯两户 双南双天井 紧靠曲阳公园满五年，产权清晰,570万,银联花园  | 2室1厅 | 75.83平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-37b20179-39bc-481f-b735-a83a007c391b.png.296x216.jpg
20190504,虹口,曲阳,业主接受置换周期！地铁八号线，楼层好，出门是家乐福,325万,西南小区  | 2室1厅 | 49.29平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-c51957be-410b-4cd5-bdd9-fd8cff812aff.png.296x216.jpg
20190504,虹口,曲阳,3房采光好+通风好+楼层好+到价签字,360万,运光路67号  | 3室1厅 | 71.97平米 | 南 北 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-e39cf86f-554e-4f9d-b0b7-90aa905c4ef9.png.296x216.jpg
20190504,虹口,曲阳,小户型总价低，诚意卖价位可谈，带天井无违章看房方便,235万,密云路471弄  | 1室1厅 | 37.53平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-6678fa3e-b54c-42c1-9f9c-7f75e2462926.png.296x216.jpg
20190504,虹口,曲阳,东体小区 2室1厅 338万,338万,东体小区  | 2室1厅 | 52.63平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-c0394e0c-6915-4427-bc10-12aac46e7169.jpg.296x216.jpg
20190504,虹口,曲阳,楼层好，位置好，无抵押，产权清晰，精装修拎包入住,442万,双东小区  | 2室1厅 | 52.69平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-4e3fea55-e0e0-454a-92f3-5162ea6aa518.jpg.296x216.jpg
20190504,虹口,曲阳,家乐福超市，地铁，两房带厅9平方，唯有一梯两户！,285万,东体小区  | 2室1厅 | 41.66平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-790dd615-e7b9-4fa7-9256-08efe14f20f9.jpg.296x216.jpg
20190504,虹口,曲阳,采光好+没有遮挡+看房方便+诚心出售+价格可谈！！,800万,北宸佳苑  | 2室2厅 | 106.06平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-be44d947-dddd-43be-9965-a4cb06e380b3.jpg.296x216.jpg
20190504,虹口,曲阳,南北两房，次顶楼，小区中间位置，近家乐福,325万,密二小区  | 2室1厅 | 52.78平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-e7e8604c-9ab0-49b4-919c-8185a9f6cd35.jpg.296x216.jpg
20190504,虹口,曲阳,银联花园 3室1厅 600万,600万,银联花园  | 3室1厅 | 87.63平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-252bbd4d-43a7-4d73-9699-a44e60e288ce.jpg.296x216.jpg
20190504,虹口,曲阳,东五小区，南北两房全明，满五唯一税费少,470万,东五小区(虹口)  | 2室1厅 | 66.62平米 | 东南 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-c3804839-913d-4e09-b81c-dc3348b26ba9.jpg.296x216.jpg
20190504,虹口,曲阳,边套全明带院子，采光通风好，看房基本随时,370万,曲阳林云小区  | 2室1厅 | 59.91平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-85da123d-1afc-4275-bc30-d682ba0105eb.jpg.296x216.jpg
20190504,虹口,曲阳,屋内整洁干净，南北两房户带大天井，适合居家人群,450万,八一小区  | 2室1厅 | 71.69平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-72ae2ee0-1879-483b-b2bd-6a0a982dc2a3.jpg.296x216.jpg
20190504,虹口,曲阳,密云路471弄，小户型，交通便利，配套完善,204万,密云路471弄  | 1室0厅 | 32平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-16dc32ce-6755-44b8-9032-5aedcf624bcc.jpg.296x216.jpg
20190504,虹口,曲阳,密二小区 1室1厅 260万,260万,密二小区  | 1室1厅 | 36.3平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-1d22f68d-4f06-4943-b6f7-054b3a950740.jpg.296x216.jpg
20190504,虹口,曲阳,一室一厅，少有户型，电梯房，南北通，位置佳,425万,东四小区  | 1室1厅 | 50.68平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-0adf4641-0ed8-4855-b66e-1450b3bea2e2.jpg.296x216.jpg
20190504,虹口,曲阳,东渡名人大厦 1室1厅 280万,280万,东渡名人大厦  | 1室1厅 | 48.46平米 | 北 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-b8dd15be-4878-4ce6-87b3-efed810b6b61.jpg.296x216.jpg
20190504,虹口,曲阳,双东小区 2室1厅 430万,430万,双东小区  | 2室1厅 | 53平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-5bf7ad16-4335-4f20-a906-5b5b40e713bb.jpg.296x216.jpg
20190504,虹口,曲阳,运光新村 2室1厅 280万,280万,运光新村  | 2室1厅 | 48.17平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-57954a6a-22be-48e0-9b42-8a0c5cbdfdca.png.296x216.jpg
20190504,虹口,曲阳,朝南一门关户型+面积大+低楼层出行方便！！,192万,玉田新村  | 1室1厅 | 36平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-7b8ac3f1-ff5c-4fe4-be77-5731a0b87043.jpg.296x216.jpg
20190504,虹口,曲阳,大西小区 2室0厅 275万,275万,大西小区  | 2室0厅 | 44.8平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-a365ee9d-7747-4ad8-b0e2-731969f07feb.jpg.296x216.jpg
20190504,虹口,曲阳,模范小区，朝南天井，采光好无遮挡，8号10号双地铁,470万,蒋家桥小区  | 3室1厅 | 69.9平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-686a11e2-a995-4bf9-8f14-b09c066386fa.jpg.296x216.jpg
20190504,虹口,曲阳,玉田新村双南两房、户型正气、一梯四户 看房方便,333万,玉田新村  | 2室1厅 | 63.8平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-97bbc464-6eaa-4a0e-9162-2ff5b65f6bb2.jpg.296x216.jpg
20190504,虹口,曲阳,8号线曲阳路地铁 西边套  满五唯一 全明户型,235万,大西小区  | 1室1厅 | 39.82平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-ad29d0a1-f77d-4da9-aa15-02af496b7a3b.png.296x216.jpg
20190504,虹口,曲阳,地铁口，中间楼层，边套全明，仅1%个税，诚意出售房主自荐,244.6万,大三小区  | 1室1厅 | 40.24平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-9140988e-2adf-4047-85d4-0bdd0d4cd2f7.png.296x216.jpg
20190504,虹口,曲阳,百米鲁迅公园，地铁3,8号线，又是3楼。,260万,东体育会路408弄  | 1室1厅 | 42.48平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-a938132c-4091-4d32-8a39-3712518ac5b2.png.296x216.jpg
20190504,虹口,曲阳,赤峰小区精装大一房改两室户，满五w1看房方便，诚售！,263万,赤峰小区  | 1室1厅 | 44.4平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-b2b1a95f-ba1a-4430-b2d3-9199448d5e56.png.296x216.jpg
20190504,虹口,曲阳,单价低，三房合适一家三代居住，温馨的港湾，长幼传承,640万,银联花园  | 3室1厅 | 87.63平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-8411fca7-4d02-49e1-a001-a3219eea377e.png.296x216.jpg
20190504,虹口,曲阳,飞机户型，两房朝南，厅南北通，户型好，正对公园,960万,北宸佳苑  | 2室2厅 | 106.11平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-5baf3927-adc6-4722-9b7e-bce566f897a5.png.296x216.jpg
20190504,虹口,曲阳,房型正气，楼层高，采光好，正规2房1厅，随时看房,530万,建工天峰公寓  | 2室1厅 | 74.75平米 | 东 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-d0348208-e4eb-4d61-9de4-502fc802eb00.png.296x216.jpg
20190504,虹口,曲阳,电梯房内环小户型，高区采光不遮挡，婚房装修，靠地铁,265万,东渡名人大厦  | 1室1厅 | 48.46平米 | 北 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-3362edf1-895a-4d2a-803d-7d194e265f79.png.296x216.jpg
20190504,虹口,曲阳,采光好！没有遮挡！价格可谈！随时随地！可看,420万,松花小区  | 2室1厅 | 71.65平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-13c22958-fc78-4256-a153-fb1dc9eab5fc.jpg.296x216.jpg
20190504,虹口,曲阳,地段好，生活方便，小区正中，前面采光无遮挡，,350万,东体小区  | 2室1厅 | 63.27平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-aaf2e351-2790-4cd5-b685-1d376bcc85d2.jpg.296x216.jpg
20190504,虹口,曲阳,大三小区 2室1厅 303万,303万,大三小区  | 2室1厅 | 49.85平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-cc2d08d2-4a09-4e7d-b55c-f8960a90a88c.jpg.296x216.jpg
20190504,虹口,曲阳,西南小区 2室1厅 360万,360万,西南小区  | 2室1厅 | 50.6平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-c7e6e0cd-631e-449f-8488-fd62a9ce7bf6.jpg.296x216.jpg
20190504,虹口,曲阳,8号线10号线双轨精装，8号地铁，户型方正，满五唯一,225万,大西小区  | 1室1厅 | 36.8平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-2b87440a-5f24-4e52-a8ed-096eab75fd83.jpg.296x216.jpg
20190504,虹口,曲阳,邮电二村 2室1厅 470万,470万,邮电二村  | 2室1厅 | 66.04平米 | 东 西 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-8d5c9706-0c13-4aee-a297-129ab2dc67fc.jpg.296x216.jpg
20190504,虹口,曲阳,干部小区，五星物业，小中南海，南北通精装修,356万,蒋家桥小区  | 2室1厅 | 54.22平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-9485bfe5-d490-4947-b6ad-4ec900171b76.jpg.296x216.jpg
20190504,虹口,曲阳,实惠一梯两户，连体双阳台！10号线！满五唯一！,390万,四平路729号  | 2室1厅 | 65平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-0326919b-615a-41bc-b5c0-000326503334.jpg.296x216.jpg
20190504,虹口,曲阳,楼层好！装修好！拎包入住！价格可谈！,450万,赤峰小区  | 2室1厅 | 69.2平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-c1ddd5c5-3d38-4d46-be45-ee4eb10d4543.jpg.296x216.jpg
20190504,虹口,曲阳,房东急售，看房方便，到价签字，靠地铁810号线！,255万,大西小区  | 2室1厅 | 47.53平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-a9f5b3ad-39fd-4cd3-ae73-889dc1492200.jpg.296x216.jpg
20190504,虹口,曲阳,诚心出售，楼层好！价格可谈！可改变3房,385万,运光大楼  | 2室1厅 | 76.8平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-aee6ca1e-2445-4334-9dd2-6c26311cafd0.jpg.296x216.jpg
20190504,虹口,曲阳,售后公房无增值税+边套五明稀有户型+内环内近地铁！,480万,赤峰路525号  | 2室1厅 | 82.29平米 | 南 北 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-06f767e8-e1fd-4cd1-90af-952c0185a113.jpg.296x216.jpg
20190504,虹口,曲阳,邮电二村，电梯两房，全明户型！,452万,邮电二村  | 2室1厅 | 66.04平米 | 东 西 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-d67f6835-1251-4ffa-8894-8af84189cf93.jpg.296x216.jpg
20190504,虹口,曲阳,售后公房+税费少+曲阳路地铁站边上+房东诚意出售,515万,大连西路100号  | 2室2厅 | 67.27平米 | 南 北 | 毛坯 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-d41a93ec-617a-49fd-81b8-552ceb4fca7e.jpg.296x216.jpg
20190504,虹口,曲阳,密云路471弄 1室1厅 260万,260万,密云路471弄  | 1室1厅 | 40.1平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-abc81498-34ee-4180-a188-a4394ccaf2a0.jpg.296x216.jpg
20190504,虹口,曲阳,曲阳林云小区 1室1厅 200万,200万,曲阳林云小区  | 1室1厅 | 36.19平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-449cdc07-bfcc-4618-ad5e-1118a40eb041.jpg.296x216.jpg
20190504,虹口,曲阳,温馨两室户，精装修，可拎包入住，税费少,315万,密二小区  | 2室1厅 | 49.02平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-e7a71942-915b-4f9d-988d-0a2f6e516c89.jpg.296x216.jpg
20190504,虹口,曲阳,双东小区 1室1厅 345万,345万,双东小区  | 1室1厅 | 37.4平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-a28e95f8-e149-4e06-bf35-9ff2553f00b7.jpg.296x216.jpg
20190504,虹口,曲阳,房型好 楼层佳 采光好 业主诚意出售,390万,运光小区  | 2室1厅 | 64.29平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-9e79ccec-eb7d-43db-a0e9-254b63a8e0ff.jpg.296x216.jpg
20190504,虹口,曲阳,建工天峰公寓 1室1厅 383万,383万,建工天峰公寓  | 1室1厅 | 43.41平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-ccc5f91a-d7b1-47b2-9132-7e8f937497f3.png.296x216.jpg
20190504,虹口,曲阳,建工天峰公寓 2室1厅 500万房主自荐,500万,建工天峰公寓  | 2室1厅 | 63.19平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-877cf456-3cfb-41a2-a50e-d1d8cabb12e4.png.296x216.jpg
20190504,虹口,曲阳,高区景观 西边套南北通风 单价七万 满五年 3/8双轨交,490万,东五小区(虹口)  | 2室1厅 | 69.18平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-4f9f1659-648f-44c0-accf-b71387b26dcd.jpg.296x216.jpg
20190504,虹口,曲阳,此房为电梯房 精装双南户型 采光不遮挡，配套设施齐全,450万,原林小区  | 2室1厅 | 69.01平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-1485d957-2a20-4933-97c6-7f33ac25882b.jpg.296x216.jpg
20190504,虹口,曲阳,南北两房，带阳光厅，可以拎包入住！房主自荐,320万,东体小区  | 2室1厅 | 51平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-992c2e10-a754-4a10-a20f-29fcf0732c3c.jpg.296x216.jpg
20190504,虹口,曲阳,东四小区 3室1厅 560万,560万,东四小区  | 3室1厅 | 66平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-98ad1025-c517-4780-a5b6-85bf6ca4d88c.jpg.296x216.jpg
20190504,虹口,曲阳,带厅一房，前面花园，绿意盎然，中间楼层，采光充足！,240万,赤峰小区  | 1室1厅 | 39.68平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-3f532664-4fa0-4ecf-a229-4815a205e6e1.jpg.296x216.jpg
20190504,虹口,曲阳,东体小区 1室0厅 200万房主自荐,200万,东体小区  | 1室0厅 | 29.27平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-2e3bffdb-acdf-4673-afe1-28137fd3a601.jpg.296x216.jpg
20190504,虹口,曲阳,美丽家园，一梯三户，1986年竣工，楼层适宜，地铁三站,240万,蒋家桥小区  | 1室1厅 | 39平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-7e7a6f9b-15ef-4993-a972-00d4936fcd5e.jpg.296x216.jpg
20190504,虹口,曲阳,地铁双南2房，总价低的2房，房东急卖，价格可,250万,大连西路29号  | 2室1厅 | 47.54平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-f34b59da-556d-4b3d-ac58-cb55bbb4e4e3.png.296x216.jpg
20190504,虹口,曲阳,边套有窗 采光好通风好  价格可谈 诚意出售 买到即可,530万,建工天峰公寓  | 2室1厅 | 73.99平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-8be004a0-c9c9-4cfa-990c-4f7fd75b49c6.png.296x216.jpg
20190504,虹口,曲阳,小区中间的位置，很安静，朝南的一房,245万,赤峰小区  | 1室1厅 | 35.48平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-a6411443-d83c-4302-9b61-8bd2aa2dcad1.png.296x216.jpg
20190504,虹口,曲阳,玉田新村，双南两房，满五唯一，税费少，,288万,玉田新村  | 2室1厅 | 48.44平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-f4266d8f-5a2b-4d89-878b-bff61a23eab0.jpg.296x216.jpg
20190504,虹口,曲阳,1984年竣工、满五年唯一、看房提前约、宝钢式地铁口,273万,大三小区  | 2室1厅 | 53平米 | 西南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-5b1c0999-800a-40ad-a02a-31830f638b3b.png.296x216.jpg
20190504,虹口,曲阳,真正的捡皮夹子了，婚房装修，大一室一厅 值得一看,365万,商建大楼  | 1室1厅 | 68.39平米 | 东 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-0e022fb3-2cf2-41a0-8fd1-aafd92df90b4.png.296x216.jpg
20190504,虹口,曲阳,2房1厅，朝南带阁楼，小区中间位置，近家乐福,260万,密二小区  | 2室1厅 | 40平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-37237eb9-af72-441e-b31b-930c559697fc.jpg.296x216.jpg
20190504,虹口,曲阳,视野开阔，采光充足，配套成熟，交通便利,650万,建工天峰公寓  | 2室1厅 | 81.3平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-8cb5245b-9cbc-4ff1-8ec3-201416d585b9.jpg.296x216.jpg
20190504,虹口,曲阳,正规复式房！满五唯一，面积空间开阔，实惠！,357万,邮电新村  | 2室2厅 | 42.5平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-d1b5ed38-460c-440d-8540-d82935a6b6e3.jpg.296x216.jpg
