20190504,闵行,吴泾,双卧朝南  户型正气  楼层好,220.5万,通海一小区  | 2室1厅 | 64.94平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-2eec78e0-9a6a-42ab-a21a-6bdb5d678265.jpg.296x216.jpg
20190504,闵行,吴泾,万科阳光苑，户型不多，带阁楼，满五唯一，拎包即住！,308万,万科阳光苑  | 2室2厅 | 79平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/15a4b701-d1ee-4ca9-af1f-c31b5b8bfce7.JPG.296x216.jpg
20190504,闵行,吴泾,虹梅新苑两房，南北通透，中间楼层，位置好，一手动迁,330万,虹梅新苑  | 2室2厅 | 92.2平米 | 南 北 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/6dc89a03-e548-41ad-9133-992e999a83b0.JPG.296x216.jpg
20190504,闵行,吴泾,品牌开发商  品牌物业 一楼两房  带地下室.一楼带花园,765万,万科阳光苑  | 3室2厅 | 262.76平米 | 南 北 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/9feb274c-c6d4-4f5e-bba3-8e15fb055914.JPG.296x216.jpg
20190504,闵行,吴泾,通海小区 剑川路201弄 楼层好 简单装修 诚意出售,310万,通海二小区  | 2室2厅 | 94.96平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/4a785312-d3a5-4f8a-8489-561d2f36eefe.JPG.296x216.jpg
20190504,闵行,吴泾,虹梅景苑一街坊，多层大两房，一梯两户，好楼层,330万,虹梅景苑一街坊  | 2室2厅 | 86.48平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload807d9214-a0ad-4f47-9750-dee4e7951ab0.JPG.296x216.jpg
20190504,闵行,吴泾,通海路360弄 两房出售 楼层好位置佳！,150万,通海路360弄  | 2室0厅 | 51.98平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/4b01c57b-1efc-4142-9116-448b6ceed12f.jpg.296x216.jpg
20190504,闵行,吴泾,多层顶楼复式房，使用面积大，采光好，位置佳，精装修,520万,枫桦景苑  | 4室3厅 | 147.3平米 | 暂无数据 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170409/45093f70-ee0b-4687-bbd6-3920b23c6314.jpg.296x216.jpg
20190504,闵行,吴泾,虹梅景苑一街坊，多层大两房，房东诚心出售,330万,虹梅景苑一街坊  | 2室2厅 | 86.38平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload32a761ed-fc30-43a5-968c-580a0cce0572.JPG.296x216.jpg
20190504,闵行,吴泾,万科阳光苑 装修好自住 满五年唯一 诚心出售 南北户型,535万,万科阳光苑  | 3室2厅 | 135.42平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20161218/27bcccb4-3e2a-4164-82ef-dfa6f7ff444d.jpg.296x216.jpg
20190504,闵行,吴泾,五开间朝南，采光好，精装修，小区稀有房型,290万,通海二小区  | 2室2厅 | 85.7平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadb50190ce-8717-4d94-a66b-a4d284256748.JPG.296x216.jpg
20190504,闵行,吴泾,品质小区  精装两房  顶楼带阁楼 利用空间大房主自荐,320万,万科阳光苑  | 2室2厅 | 82.07平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/90483227-5d0c-4bcc-8965-2866bc0a83be.JPG.296x216.jpg
20190504,闵行,吴泾,虹梅新苑大三房，多层得房率高，满两年房东诚心出售,469万,虹梅新苑  | 3室2厅 | 128平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20161119/5250b84d-68ce-400b-ba3e-b52e12eacf97.jpg.296x216.jpg
20190504,闵行,吴泾,万科一楼带花园，品质小区，成熟配套，诚信出售!,430万,万科阳光苑  | 2室2厅 | 150.93平米 | 南 | 毛坯 | 有电梯,https://image1.ljcdn.com/310000-inspection/2095ca46-98b8-43d1-bcba-06106149d805.JPG.296x216.jpg
20190504,闵行,吴泾,步梯复式房带阁楼 带二个大露台 满五唯一,550万,虹梅新苑  | 5室2厅 | 182.51平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20160804/dec950d4-6428-4908-be7c-71166900c7de.jpg.296x216.jpg
20190504,闵行,吴泾,精装三房  总价低，单价低，房东急售，看房提前联系,290万,通海二小区  | 3室1厅 | 96.06平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload555fbefb-9b17-4638-8671-40cf5f2c8406.JPG.296x216.jpg
20190504,闵行,吴泾,氯碱小区 电梯三室一厅 业主诚心出售！,270万,氯碱小区  | 3室1厅 | 90.97平米 | 南 北 | 简装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20151003/ac3859a3-deb5-4f44-b52a-c35ba5b52aca.jpg.296x216.jpg
20190504,闵行,吴泾,锦川公寓  精装 六复七复八 诚意出售 带产权车库,590万,锦川公寓  | 5室3厅 | 182平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170218/d7322935-03aa-4805-8573-10b3314604f1.jpg.296x216.jpg
20190504,闵行,吴泾,双柏小区 居家装修双南户型节奏 采光充足,145万,双柏小区  | 2室1厅 | 55.29平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/5a8512f7-ebd9-4ba6-81c3-20882ddbd982.JPG.296x216.jpg
20190504,闵行,吴泾,虹梅新苑电梯房顶楼带阁楼，居家装修，看房方便房主自荐,275万,虹梅新苑  | 2室2厅 | 63.76平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/f3617531-69f0-41c6-9a94-38ee40293c07.JPG.296x216.jpg
20190504,闵行,吴泾,好房好心情  楼层好 房东诚心出售 看房方便,298万,通海一小区  | 2室2厅 | 84.56平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20161230/c7818a67-adba-49e2-ade8-e740ca4dc631.jpg.296x216.jpg
20190504,闵行,吴泾,嘉怡水岸(公寓) 2室2厅 390万,390万,嘉怡水岸(公寓)  | 2室2厅 | 93.12平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload7472a2d3-9a61-42b1-a96d-2a21e9b98bcc.JPG.296x216.jpg
20190504,闵行,吴泾,新小区，物业管理严格，出行方便，人车分流管理。,1300万,紫竹半岛花园  | 4室2厅 | 144.25平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20160312/14c50a8f-f3d5-46e3-b195-3ff944241a2b.jpg.296x216.jpg
20190504,闵行,吴泾,剑川路121弄 小两房 房东诚心出售,215万,通海一小区  | 2室1厅 | 73.5平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/6d0c839c-7238-4fe4-b48f-b7e7b6a6d994.JPG.296x216.jpg
20190504,闵行,吴泾,双柏小区 近步行街 闹中取静 看房随时 拎包入住房主自荐,222万,双柏小区  | 2室1厅 | 67.47平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/e925d832-a630-46e2-929e-a23cd911f65b.JPG.296x216.jpg
20190504,闵行,吴泾,品质小区   精装两房   带地下室  带产权车位  有花园,466万,万科阳光苑  | 2室2厅 | 152.69平米 | 暂无数据 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20161128/fe5a1e89-333b-4aa3-83b7-ec4af653f10d.jpg.296x216.jpg
20190504,闵行,吴泾,此房一手动迁免增值税购房成本很低高区楼层、采光很好房主自荐,333万,虹梅景苑三街坊  | 2室2厅 | 89.79平米 | 南 | 毛坯 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20170104/3de41c53-00e6-4a93-ae9a-a9a3ae712ae2.jpg.296x216.jpg
20190504,闵行,吴泾,紫竹半岛A区大平墅带地下室.采光好南北双花园悦享生活,1700万,紫竹半岛花园  | 6室7厅 | 347.61平米 | 南 北 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/8d261d26-0f6d-4463-a1b7-dfe0dad46855.JPG.296x216.jpg
20190504,闵行,吴泾,永德小区婚房装修南北两房，房东置换诚意卖房,165万,永德小区  | 2室1厅 | 52.45平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/26b41fb0-249d-45d7-bf88-c38a38014010.JPG.296x216.jpg
20190504,闵行,吴泾,永德小区 双南户型 采光好 房型通透 可看房可收定,210万,永德小区  | 2室1厅 | 57.73平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/48cad095-888b-485b-8101-274eca20d971.JPG.296x216.jpg
20190504,闵行,吴泾,嘉怡水岸   一室两厅    精装修!,330万,嘉怡水岸(公寓)  | 1室2厅 | 76.59平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/bd6b0323-70a6-425c-9faa-2a5198da4005.JPG.296x216.jpg
20190504,闵行,吴泾,通 海 二 小 区  南北两房 房东急卖 诚意出售,295万,通海二小区  | 2室1厅 | 95.69平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/e32a4e5a-774f-4288-9186-208da83cc91a.JPG.296x216.jpg
20190504,闵行,吴泾,新华小区 满 五 唯 一 急售 拎包 入住 欢迎咨询,245万,龙吴路5599弄  | 2室1厅 | 81.28平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/736f6286-ef93-4e20-b8a6-465336167ba5.JPG.296x216.jpg
20190504,闵行,吴泾,采光充足，户型方正，两室户楼层好,210万,吴泾新村  | 2室1厅 | 70.73平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload5b5c09fa-12ee-4e0f-814c-2284fd7ee374.JPG.296x216.jpg
20190504,闵行,吴泾,氯碱小区  采光好，通风佳  无遮挡！,170万,氯碱小区  | 2室1厅 | 56.95平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20160316/7c46022f-7b74-44ec-bbf1-12361e4c0af7.jpg.296x216.jpg
20190504,闵行,吴泾,枫桦景苑一期空中别墅 使用面积大 诚心出售看房方便,580万,枫桦景苑  | 4室3厅 | 157.84平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/d4e068c1-6f7d-419c-b418-f9e4df27612a.JPG.296x216.jpg
20190504,闵行,吴泾,嘉怡一楼大三房出售，附有花园，带有地下室，来看看,668万,嘉怡水岸(公寓)  | 3室2厅 | 195.15平米 | 南 北 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20170115/003bac9a-c261-48e6-b122-187166a2a4c4.jpg.296x216.jpg
20190504,闵行,吴泾,枫桦一期复式，三房三卫，精装修业主自住,520万,枫桦景苑  | 3室2厅 | 133.25平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/cafb0c75-bf31-479a-83c8-d76205ad7b7f.JPG.296x216.jpg
20190504,闵行,吴泾,户型好，带院子，配套齐全，拎包即可入住,550万,万科阳光苑  | 4室2厅 | 166.67平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/ec05ecf1-2e28-4eea-845d-b24e7611022d.JPG.296x216.jpg
20190504,闵行,吴泾,品质小区 满五唯一 业主自住装修 顶楼带阁楼房主自荐,268万,万科阳光苑  | 1室2厅 | 59.44平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/209684c8-c3fd-41e4-8dc8-3aef99b37b9a.JPG.296x216.jpg
20190504,闵行,吴泾,众里寻它千百度，暮然回首：您想看的房子在此等着您！房主自荐,415万,紫晶南园  | 3室2厅 | 107平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/944cf55f-6e0b-4e80-b43b-f383fb481b7e.JPG.296x216.jpg
20190504,闵行,吴泾,餐厅客厅南北直通，楼层高采光充足！顶楼还带阁楼房主自荐,388万,紫晶南园  | 3室2厅 | 109.94平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/9cac5be9-8d58-46e9-b42f-23c8311c4ed7.JPG.296x216.jpg
20190504,闵行,吴泾,房子精装，带阁楼，格局好，视野宽阔，业主诚心出售,345万,现代苑  | 3室2厅 | 108.91平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/f33e1727-9ca6-4038-828f-9ff2b7d26707.JPG.296x216.jpg
20190504,闵行,吴泾,一楼是很大卖点  适合中老年居住  新装修 可直接入住,171.5万,永德小区  | 2室0厅 | 49平米 | 西北 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/2b088249-cbac-4570-bf98-db259dd44e1b.png.280x210.jpg
20190504,闵行,吴泾,精装两房，满五唯一，全明户型，采光好，带阁楼,308万,万科阳光苑  | 2室2厅 | 82.07平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20161230/80d1b6d4-d725-471a-88bf-bea03b1603d5.jpg.296x216.jpg
20190504,闵行,吴泾,楼层好，视野采光足，满五唯一，看房随时方便,195万,永德小区  | 2室1厅 | 56.26平米 | 暂无数据 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170418/c1242af0-ba02-4c0a-b4fc-aa7052a0a072.jpg.296x216.jpg
20190504,闵行,吴泾,紫晶南园电梯房+两房两厅两卫114平 +小区中间位置,410万,紫晶南园  | 2室2厅 | 113.94平米 | 南 北 | 毛坯 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/61aab37e-5919-46b2-9c85-6066ce5ed770.png.280x210.jpg
20190504,闵行,吴泾,万乐城 朝南  阳光好  采光好房主自荐,58万,万乐城(商业类)  | 1室1厅 | 22.13平米 | 南 | 精装 | 有电梯,
20190504,闵行,吴泾,万乐城 精装酒店式公寓 交通便利 配套齐全,58万,万乐城(商业类)  | 1室0厅 | 21.79平米 | 北 | 精装,
20190504,闵行,吴泾,嘉怡水岸 户型好 装修50万  带双车位,480万,嘉怡水岸(公寓)  | 3室2厅 | 118.69平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/b433f244-4990-486c-941b-3a3601c31bd4.JPG.296x216.jpg
20190504,闵行,吴泾,满五年唯一，电梯高层复式房，配套完善，价格可谈,595万,虹梅新苑  | 4室2厅 | 162.35平米 | 南 北 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/500d059f-8336-4107-bc07-f70baacaf363.JPG.296x216.jpg
20190504,闵行,吴泾,满五年唯一，免增值税，免个税，位置安静，采光视野好,510万,虹梅新苑  | 4室2厅 | 166.66平米 | 南 北 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/f6c95590-1d71-411a-90c5-957af56c8acd.JPG.296x216.jpg
20190504,闵行,吴泾,枫桦景苑 4室2厅 710万,710万,枫桦景苑  | 4室2厅 | 169平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/f1be1089-20fb-456c-9d32-c22ae11e274d.JPG.296x216.jpg
20190504,闵行,吴泾,电梯顶楼复式，2003年房龄，带两个露台，舒适五间房,800万,通海二小区  | 5室4厅 | 228.23平米 | 南 北 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/1a2900d1-edea-4ccc-bdb5-0de44f20204f.JPG.296x216.jpg
20190504,闵行,吴泾,万科阳光苑 南北格局 户型好 采光好 楼层好位置佳,365万,万科阳光苑  | 2室2厅 | 89.78平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/b9e56bda-661b-4d6f-8bf5-f5e23a4047ae.jpg.296x216.jpg
20190504,闵行,吴泾,吴泾CBD 两南一北大三房 出门步行街生活方便,550万,枫桦景苑  | 3室2厅 | 149.69平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/7c8d92d9-0040-48b3-9deb-a60f2fad22c9.JPG.296x216.jpg
20190504,闵行,吴泾,吴泾新村 2室1厅 145万,145万,吴泾新村  | 2室1厅 | 47.49平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20161019/54a549d8-1cd5-4850-89cb-25d7c3943489.jpg.296x216.jpg
20190504,闵行,吴泾,虹梅新苑 2室1厅 278万新上,278万,虹梅新苑  | 2室1厅 | 58.51平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/e3f4cd9b-ad52-4e04-b654-0a44eedb9b23.png.280x210.jpg
20190504,闵行,吴泾,氯碱小区 2室1厅 165万,165万,氯碱小区  | 2室1厅 | 53.09平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170307/5be36f9d-99bb-43c6-982d-f58fc1cd172c.jpg.296x216.jpg
20190504,闵行,吴泾,万乐城 配套齐全 交通便利 近紫竹园交通大学 华师大,170万,万乐城(商业类)  | 1室1厅 | 43.84平米 | 南 | 毛坯,https://image1.ljcdn.com/x-se/hdic-frame/8089fdee-5a2a-4661-9fad-aebd5bd1a22a.png.280x210.jpg
20190504,闵行,吴泾,万乐城 朝南  阳光好  采光好房主自荐,73万,万乐城(商业类)  | 1室0厅 | 28平米 | 南 | 精装 | 有电梯,
20190504,闵行,吴泾,紫晶南苑  楼层好 随时可看  业主自荐 诚心卖房,358万,紫晶南园  | 2室2厅 | 102.33平米 | 南 | 简装 | 有电梯,
20190504,闵行,吴泾,通海路360弄 六楼带阁楼 三室两厅 诚心出售,399万,通海路360弄  | 3室2厅 | 130.62平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/af7a40fc-6bc5-4d32-9a3c-30c7ab5a516e.JPG.296x216.jpg
20190504,闵行,吴泾,品质小区  一楼带地下室   带花园   楼上两房,420万,万科阳光苑  | 3室2厅 | 179.44平米 | 南 | 简装 | 有电梯,
20190504,闵行,吴泾,嘉怡水岸精装南北两房，电梯中间楼层，采光通风好,400万,嘉怡水岸(公寓)  | 2室2厅 | 93.12平米 | 南 北 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/df12638d-fae1-456a-bf2f-87f7f4aaef2b.JPG.296x216.jpg
20190504,闵行,吴泾,双柏小区 业主真实挂牌出售 看房方便,180万,双柏小区  | 2室1厅 | 59.15平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/8f1e016d-386b-4c65-b7fb-f5a1d8f06fc1.jpg.296x216.jpg
20190504,闵行,吴泾,万乐城 单身公寓 总价低 交通便利 配套齐全,62万,万乐城(商业类)  | 1室0厅 | 22.94平米 | 北 | 精装 | 有电梯,
20190504,闵行,吴泾,永德小区双南两房满五年，唯一税少诚心出售，价格好谈,153万,永德小区  | 2室0厅 | 47.47平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/44d119dc-b638-42e9-b339-9dec8ea21abd.JPG.296x216.jpg
20190504,闵行,吴泾,户型好、自带院子花园  配套设施齐全 交通便利,330万,紫晶南园  | 2室2厅 | 98.42平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/ca572312-5621-4768-9ce2-8b6c5c2dcd4e.png.280x210.jpg
20190504,闵行,吴泾,万乐城(商业类) 3房间1卫 165万房主自荐,165万,万乐城(商业类)  | 2室1厅 | 43.84平米 | 南 北 | 精装,
20190504,闵行,吴泾,双柏小区 双南户型 厅里带窗  中间楼层 精装修15万新上,200万,双柏小区  | 2室1厅 | 59.83平米 | 南 | 精装 | 无电梯,
20190504,闵行,吴泾,万乐城 总价低 配套齐全 交通便利,58万,万乐城(商业类)  | 1室0厅 | 22平米 | 北 | 精装,https://image1.ljcdn.com/x-se/hdic-frame/2cc95dce-02fc-4b79-b009-3c7b5c1936be.png.280x210.jpg
20190504,闵行,吴泾,万乐城 精装公寓 交通便利配套齐全,58万,万乐城(商业类)  | 1室0厅 | 21.78平米 | 北 | 精装,
20190504,闵行,吴泾,精致三房两厅小户型，采光充足 ，视野开阔，精致装修,400万,紫晶南园  | 3室2厅 | 118.99平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/571c52d6-fe59-4e15-a96f-e96b3494b59a.png.280x210.jpg
20190504,闵行,吴泾,万乐城(商业类) 2房间1卫 57万,57万,万乐城(商业类)  | 1室1厅 | 22平米 | 北 | 精装,
20190504,闵行,吴泾,万乐城(商业类) 2房间1卫 57万,57万,万乐城(商业类)  | 1室1厅 | 22平米 | 北 | 精装,
20190504,闵行,吴泾,新华小区精装修两房，低楼层，新装修，拎包即住新上,260万,龙吴路5599弄  | 2室1厅 | 81.38平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/57bd3c4c-cb0f-48ac-91ca-274d1d5b2182.png.280x210.jpg
20190504,闵行,吴泾,景浦公寓 2室2厅 298万房主自荐新上,298万,景浦公寓  | 2室2厅 | 96.67平米 | 南 北 | 精装 | 无电梯,
20190504,闵行,吴泾,万乐城  精装酒店式公寓 交通便利 近交大华师大紫竹,81万,万乐城(商业类)  | 1室0厅 | 27.23平米 | 南 | 精装,
20190504,闵行,吴泾,万乐城(商业类) 2房间1卫 73万,73万,万乐城(商业类)  | 1室1厅 | 28平米 | 南 | 精装,
20190504,闵行,吴泾,此房税费少，楼层好 精装修 近交大，税少,85万,万乐城(商业类)  | 1室0厅 | 28.75平米 | 南 | 精装,
20190504,闵行,吴泾,万科三期小三房，楼层佳，保养好，业主诚心出售,370万,万科阳光苑  | 3室1厅 | 89.78平米 | 南 北 | 精装 | 有电梯,
20190504,闵行,吴泾,紫竹半岛花园 1室2厅 460万,460万,紫竹半岛花园  | 1室2厅 | 73平米 | 南 | 精装 | 有电梯,
20190504,闵行,吴泾,2008年房龄 满五不唯一 南北二房 免增值税 位置安静房主自荐,308万,虹梅新苑  | 2室2厅 | 85.8平米 | 南 北 | 简装 | 无电梯,
20190504,闵行,吴泾,开发商精装修交付，采光很好   出租很好,77万,万乐城(商业类)  | 1室0厅 | 27.23平米 | 南 | 精装,
20190504,闵行,吴泾,万乐城(商业类) 1房间1卫 80万,80万,万乐城(商业类)  | 1室0厅 | 27.5平米 | 南 | 其他 | 有电梯,
20190504,闵行,吴泾,万科阳光苑 精装修两房 楼层好 采光好 位置佳,360万,万科阳光苑  | 2室2厅 | 87.18平米 | 南 | 精装 | 无电梯,
20190504,闵行,吴泾,吴泾 精装修 大一房 楼层好 配套齐全,170万,永德小区  | 1室1厅 | 53.18平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/shfdfs-image/20170612/8ae4dc57-a162-43a1-adbd-b48b9fd49d15.jpg.280x210.jpg
20190504,闵行,吴泾,紫晶南北两房、南北格局、低楼层出行方便,305万,紫晶南园  | 2室2厅 | 82.53平米 | 南 北 | 简装 | 无电梯,
20190504,闵行,吴泾,枫桦景苑电梯房中间楼层，南北两房，看房方便！,410万,枫桦景苑  | 2室2厅 | 103.39平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/d6588c45-0b12-4782-8746-1f7ad11dd674.png.280x210.jpg
20190504,闵行,吴泾,双柏小区一楼带双天井，双南户型，看房子随时房主自荐,200万,双柏小区  | 2室1厅 | 63.06平米 | 南 | 简装 | 无电梯,
20190504,闵行,吴泾,万乐城(商业类) 1房间1卫 78万,78万,万乐城(商业类)  | 1室0厅 | 27平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/d853779d-d912-4144-864a-01a3326cc032.png.280x210.jpg
20190504,闵行,吴泾,万乐城 公寓 交通便利 配套齐全,60万,万乐城(商业类)  | 1室0厅 | 21.79平米 | 北 | 精装,
20190504,闵行,吴泾,剑川路201弄，中间楼层，老装修，南北户型，满五唯一,330万,通海二小区  | 2室2厅 | 92.71平米 | 南 北 | 简装 | 无电梯,
20190504,闵行,吴泾,万乐城 精装朝北 1房0厅1卫 电梯房2楼 诚心寄售,56万,万乐城(商业类)  | 1室0厅 | 21.79平米 | 北 | 精装,
20190504,闵行,吴泾,万乐城 精装酒店式公寓 交通便利 配套齐全,80万,万乐城(商业类)  | 1室0厅 | 27.23平米 | 南 | 精装,https://image1.ljcdn.com/x-se/hdic-frame/aa5bafa3-a195-4518-9f8c-46cc18e8e75a.png.280x210.jpg
20190504,闵行,吴泾,位置好，楼层好，总价低，配套齐全，交通便利,76万,万乐城(商业类)  | 1室1厅 | 28.8平米 | 南 | 精装 | 有电梯,
20190504,闵行,吴泾,万乐城 总价低 交通便利 配套齐全,76万,万乐城(商业类)  | 1室0厅 | 27.31平米 | 南 | 精装,
20190504,闵行,吴泾,万乐城(商业类) 4房间1卫 175万,175万,万乐城(商业类)  | 2室2厅 | 44平米 | 南 | 精装,
20190504,闵行,吴泾,嘉怡水岸，办公性质，复式户型，精装修,290万,嘉怡水岸(商业类)  | 1室1厅 | 102平米 | 西 | 精装,
20190504,闵行,吴泾,此房税费少，楼层好 精装修 近交大,80万,万乐城(商业类)  | 1室0厅 | 28平米 | 南 | 精装,
20190504,闵行,吴泾,开发商精装修交付，采光很好 出租很好,75万,万乐城(商业类)  | 1室1厅 | 28平米 | 南 | 精装 | 有电梯,
20190504,闵行,吴泾,通海一小区 2室1厅 260万,260万,通海一小区  | 2室1厅 | 73.5平米 | 南 | 简装 | 无电梯,
20190504,闵行,吴泾,氯碱一房出售  楼层好位置佳！,138万,氯碱小区  | 1室1厅 | 44.13平米 | 南 | 简装 | 无电梯,
20190504,闵行,吴泾,总价低 税费少 楼层好 业主诚心出售 采光充足,60万,万乐城(商业类)  | 1室0厅 | 21.77平米 | 北 | 精装,
20190504,闵行,吴泾,万乐城朝南带阳台  阳台下面可以放鞋子,79万,万乐城(商业类)  | 1室0厅 | 28.8平米 | 南 | 精装 | 有电梯,
20190504,闵行,吴泾,万乐城 单身公寓 配套齐 交通便利 近交大华师大紫竹,62万,万乐城(商业类)  | 1室0厅 | 21.78平米 | 南 北 | 精装 | 有电梯,
20190504,闵行,吴泾,精装一房  户型方正   采光好楼层佳,90万,万乐城(商业类)  | 1室1厅 | 28.75平米 | 南 | 精装 | 有电梯,
20190504,闵行,吴泾,万乐城 朝南楼层好 总价低 交通便利,78万,万乐城(商业类)  | 1室0厅 | 27.3平米 | 南 | 精装 | 有电梯,
20190504,闵行,吴泾,总价低 税费少 楼层好 业主诚心出售 采光充足,79万,万乐城(商业类)  | 1室1厅 | 28平米 | 南 | 精装 | 有电梯,
20190504,闵行,吴泾,万乐城(商业类) 1房间1卫 85万,85万,万乐城(商业类)  | 1室0厅 | 27.22平米 | 南 | 精装 | 有电梯,
20190504,闵行,吴泾,此房税费少，楼层好 精装修 近交大，税少房主自荐,60万,万乐城(商业类)  | 1室0厅 | 21.79平米 | 北 | 精装,
20190504,闵行,吴泾,万乐城(商业类) 1房间1卫 85万,85万,万乐城(商业类)  | 1室0厅 | 27.3平米 | 南 | 精装 | 有电梯,
20190504,闵行,吴泾,万乐城 小户型 总价低 交通便利 配套齐全,75万,万乐城(商业类)  | 1室0厅 | 27平米 | 南 | 精装,
20190504,闵行,吴泾,紫竹半岛品质小区，3房2厅，价格可谈，诚心出售,630万,紫竹半岛花园  | 3室2厅 | 98平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/5031a4a9-07c1-45ec-95b9-20d140ad44d6.png.280x210.jpg
20190504,闵行,吴泾,龙吴路5599弄中等装修两房，满五年，名下唯一免个税,245万,龙吴路5599弄  | 2室1厅 | 81.55平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/57bd3c4c-cb0f-48ac-91ca-274d1d5b2182.png.280x210.jpg
