20190504,杨浦,黄兴公园,一梯3户+地铁8号线+满五唯一,295万,延吉五村  | 2室1厅 | 50.12平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-f8787f68-8825-4683-b669-87f7efb8ee01.jpg.296x216.jpg
20190504,杨浦,黄兴公园,一梯两户、双南户型、厨卫朝北、随时看房、出行方便,480万,浣纱四村  | 2室1厅 | 81.8平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-5df3ea99-9125-433c-9208-f63fffcff07f.png.296x216.jpg
20190504,杨浦,黄兴公园,地铁口一房 采光无遮挡 房东诚心出售,195万,延吉五村  | 1室1厅 | 35.77平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-eb04b2ad-b6ce-4223-b7e1-8e69dcd1b617.png.296x216.jpg
20190504,杨浦,黄兴公园,总价低，税费少，采光好，产权清晰透明,225万,宏翔公寓  | 1室1厅 | 51.12平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-7d86668c-24d8-4a8b-bf8b-9ec5d19b1b61.png.296x216.jpg
20190504,杨浦,黄兴公园,浣纱六村 1室1厅 342万房主自荐,342万,浣纱六村  | 1室1厅 | 61.21平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-9377443f-f207-47f2-b7d6-9b77b7e225b2.png.296x216.jpg
20190504,杨浦,黄兴公园,福阳大厦 3室1厅 770万,770万,福阳大厦  | 3室1厅 | 113.32平米 | 西南 | 其他 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-55c75a2e-a5a9-4101-a270-ea5b9ba7a51f.png.296x216.jpg
20190504,杨浦,黄兴公园,控江东三村 3室1厅 500万,500万,控江东三村  | 3室1厅 | 77.62平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-2b65142a-241e-42b0-9973-b538527aa043.jpg.296x216.jpg
20190504,杨浦,黄兴公园,2楼+配套设施齐全+交通便利+东边套户型,310万,沧州路180弄  | 1室1厅 | 37.54平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-d061abb3-39ae-4962-8ed3-4a893b66f8d8.png.296x216.jpg
20190504,杨浦,黄兴公园,松花一村 1室1厅 168万,168万,松花一村  | 1室1厅 | 30.07平米 | 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-b76b4b43-0e62-477f-94fa-c3e397681dd8.jpg.296x216.jpg
20190504,杨浦,黄兴公园,西边套全明户型+【中间楼层】+【近地铁,340万,延吉二村  | 2室1厅 | 52.87平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-21c9a56c-310f-4781-9b66-6576ae3ca525.jpg.296x216.jpg
20190504,杨浦,黄兴公园,延吉二村 近8号线  采光好 楼层好 看房方便,173万,延吉二村  | 1室0厅 | 27.49平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-b08e80f3-82ab-4b53-b7aa-800bbe77a869.png.296x216.jpg
20190504,杨浦,黄兴公园,松花公寓 2室1厅 299万,299万,松花公寓  | 2室1厅 | 59.99平米 | 西南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-a295e8f8-9031-4afe-a012-f77231c45c46.jpg.296x216.jpg
20190504,杨浦,黄兴公园,松花一村 1室0厅 157万,157万,松花一村  | 1室0厅 | 27.71平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-7efa7fe3-4d4b-4e3e-939e-e8b0bd43d5bd.jpg.296x216.jpg
20190504,杨浦,黄兴公园,满五唯一+正朝南精装修+平改坡已做好可做复式+8号线,420万,控江东三村  | 2室1厅 | 71.72平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-5d65d79b-310c-4290-bf30-99d39ccaead3.jpg.296x216.jpg
20190504,杨浦,黄兴公园,长白三村 2室1厅 380万,380万,长白三村  | 2室1厅 | 70.74平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-706f3544-0667-4096-a4cf-f3a623735ba6.jpg.296x216.jpg
20190504,杨浦,黄兴公园,控江东三村 1室1厅 210万,210万,控江东三村  | 1室1厅 | 40.95平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-e18a5799-9dbc-45c7-abd9-367a8f928f55.jpg.296x216.jpg
20190504,杨浦,黄兴公园,浣纱六村 1室1厅 300万,300万,浣纱六村  | 1室1厅 | 51.84平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-06f7f2bb-d6a3-419e-b45d-f2005462ce77.png.296x216.jpg
20190504,杨浦,黄兴公园,延吉中路310弄 1室1厅 245万,245万,延吉中路310弄  | 1室1厅 | 45.54平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-9ba9a06b-9a28-4120-b3f6-2a2418683387.png.296x216.jpg
20190504,杨浦,黄兴公园,居家装修，南北通风好，业主诚意出售，位置好,288万,佳木斯路185弄  | 2室1厅 | 57.89平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-a5c36223-7a38-48f6-8ea9-3db9d0385682.png.296x216.jpg
20190504,杨浦,黄兴公园,精装修，总价低+近地铁+五角场,250万,翔殷路771号  | 2室0厅 | 46.77平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-f9337e4a-ea00-4de4-9c6b-42c64abdc186.png.296x216.jpg
20190504,杨浦,黄兴公园,位置优越，出行方便 环境优美，曾经被评为示范小区,190万,延吉三村  | 1室1厅 | 34.31平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-7fa0f748-dd0f-475d-b8be-5162c41d0df9.jpg.296x216.jpg
20190504,杨浦,黄兴公园,南北通西边套全明户型+采光通风全天充足+看房方便,365万,沧州路180弄  | 2室0厅 | 47.18平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-7b528702-4658-4a25-8965-60f970806d02.png.296x216.jpg
20190504,杨浦,黄兴公园,低楼层，双南双天井 装修好 户型方正 交通便利,570万,浣纱四村  | 3室2厅 | 84.49平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-6cf6fd34-6205-401f-8729-141f7f51cbda.jpg.296x216.jpg
20190504,杨浦,黄兴公园,控江四村 3室2厅 355万,355万,控江四村  | 3室2厅 | 53平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-fb5a9ad9-6795-4ab9-a212-2dcfc4c9a11d.jpg.296x216.jpg
20190504,杨浦,黄兴公园,控江五村 1室0厅 170万,170万,控江五村  | 1室0厅 | 33.95平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-98989984-5df9-4ba7-877e-12a07c4ebde9.jpg.296x216.jpg
20190504,杨浦,黄兴公园,兰花新村 1室1厅 183万房主自荐,183万,兰花新村  | 1室1厅 | 28.92平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-855c1c4c-79ff-4334-9e34-92fc7d612008.jpg.296x216.jpg
20190504,杨浦,黄兴公园,控江二村107弄小区 2室1厅 310万新上,310万,控江二村107弄小区  | 2室1厅 | 56.2平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-7a90cf86-a9f8-448d-b5f3-32eb48c125c5.jpg.296x216.jpg
20190504,杨浦,黄兴公园,双阳路594弄 1室1厅 345万,345万,双阳路594弄  | 1室1厅 | 46.71平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-9ed296d5-ec54-4bf3-9601-4d88ed58d9a2.png.296x216.jpg
20190504,杨浦,黄兴公园,精装  中层对理工有多路公交通条件很方便。,190万,延吉东路82弄  | 1室1厅 | 31.75平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-03b272ec-2049-42b1-a406-f23c14843f52.jpg.296x216.jpg
20190504,杨浦,黄兴公园,兰花新村 小户型1房 总价低  平改坡改造中,182万,兰花新村  | 1室1厅 | 28.09平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-23d6a174-7923-46c5-bf9c-7e0c8d2f4751.png.296x216.jpg
20190504,杨浦,黄兴公园,近地铁 满五唯一生活交通教育，非顶楼,199万,翔殷路771号  | 1室1厅 | 38.85平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-ce956f66-fb2e-495d-ac0c-d1374cf0b8ea.jpg.296x216.jpg
20190504,杨浦,黄兴公园,双阳路604弄 2室1厅 460万,460万,双阳路604弄  | 2室1厅 | 66.13平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-90853448-3b0e-4daa-8224-86787527056e.png.296x216.jpg
20190504,杨浦,黄兴公园,松花一村 1室1厅 175万,175万,松花一村  | 1室1厅 | 33.88平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-b60a3bea-63b7-4cb8-b179-e2a7ac34ad7e.jpg.296x216.jpg
20190504,杨浦,黄兴公园,黄兴公园旁+中高楼层+精装入住+采光通风好,400万,双花公寓  | 2室1厅 | 70.39平米 | 东南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-7aaa49cc-13d4-46df-8490-b897e17af877.png.296x216.jpg
20190504,杨浦,黄兴公园,翔顺公寓 2室1厅 400万,400万,翔顺公寓  | 2室1厅 | 71.5平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-f85c4f3b-2c3c-4385-94c7-59b20b1112fd.png.296x216.jpg
20190504,杨浦,黄兴公园,控江四村 南北通透两房 户型好 采光佳 房东诚心卖,270万,控江四村  | 2室1厅 | 49.03平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-6e1adfb6-86b5-45e8-b4b4-22d5dc32907a.png.296x216.jpg
20190504,杨浦,黄兴公园,房子户型正气，南北通风，采光良好，视野开阔,285万,控江四村  | 2室0厅 | 59.17平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-2d36da66-9928-4690-abd1-485ab73d91ec.png.296x216.jpg
20190504,杨浦,黄兴公园,兰花新村 2室0厅 305万,305万,兰花新村  | 2室0厅 | 49.54平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-0586ca3e-c358-4bb8-85fb-8139465ff2ea.jpg.296x216.jpg
20190504,杨浦,黄兴公园,兰花新村 好楼层 婚房装修 看房方便  停车方便,204万,兰花新村  | 1室0厅 | 34.16平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-157d6171-0799-4614-809d-fad9b40f088d.jpg.296x216.jpg
20190504,杨浦,黄兴公园,翔殷路491弄 2室1厅 328万,328万,翔殷路491弄  | 2室1厅 | 53.09平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-88a9da17-f254-405f-9f1d-857a390c2df6.jpg.296x216.jpg
20190504,杨浦,黄兴公园,复式已经做好，双楠房型，得房率高，小区中间的位置,370万,靖宇中路8弄  | 2室1厅 | 50平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-1212e583-ea84-41d4-bf76-24aec320de8d.jpg.296x216.jpg
20190504,杨浦,黄兴公园,一梯两户，满五，小区安静位置，诚意出售,360万,浣纱四村  | 1室1厅 | 59.78平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-08fedd1a-7710-4bcc-95b5-9ad629821d21.jpg.296x216.jpg
20190504,杨浦,黄兴公园,松花江路95弄一房可改两房，98年一梯三户，房东诚售,270万,松花江路95弄  | 1室1厅 | 51.98平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-b9466dfb-bc62-4842-86e0-12e7c83cb8f7.jpg.296x216.jpg
20190504,杨浦,黄兴公园,近地铁-基金会幼儿园-南北两房-配套成熟-电梯房,498万,延吉四村  | 2室1厅 | 86.63平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-561c3726-83be-4adb-8920-3d28ebcb2db8.jpg.296x216.jpg
20190504,杨浦,黄兴公园,双南有天井+房型可以改动+采光无遮挡+可以拎包入住,510万,沧州路180弄  | 2室1厅 | 67.7平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-68658fed-80a0-40b9-b37c-e828997829f8.jpg.296x216.jpg
20190504,杨浦,黄兴公园,近8号线延吉中路站 税费少 不靠马路 采光好,215万,控江东三村  | 1室1厅 | 41.02平米 | 东 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-ad56a5ea-66cb-4b17-bd91-e3c01615fc31.jpg.296x216.jpg
20190504,杨浦,黄兴公园,南北格局 采光充足 视野宽阔 交通便利 配套设施齐全,280万,控江西三村  | 2室1厅 | 50.33平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-721b9436-d588-4bf9-b6df-65aa34d6e853.jpg.296x216.jpg
20190504,杨浦,黄兴公园,怡佳苑 高区 楼层佳 采光好，满五唯一，税费少。,360万,怡佳苑  | 2室1厅 | 64.76平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-e63bd1ab-12fe-4d7e-9a33-f106c5c9be9e.jpg.296x216.jpg
20190504,杨浦,黄兴公园,小区花园位置采光极好中间楼层厅房同宽看房方便,280万,浣沙三村  | 1室1厅 | 45.61平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-c4051119-b43d-4169-adba-6864b7c14230.jpg.296x216.jpg
20190504,杨浦,黄兴公园,控江四村 1室1厅 185万,185万,控江四村  | 1室1厅 | 38.92平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-e6011461-c710-463e-9365-96634cbd7392.jpg.296x216.jpg
20190504,杨浦,黄兴公园,佳木斯路185弄 1室1厅 148万,148万,佳木斯路185弄  | 1室1厅 | 34.67平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-95dd98dd-875f-410f-9725-8f6479a0dcb3.jpg.296x216.jpg
20190504,杨浦,黄兴公园,楼层好，视野开阔，配套设施完善，交通便利,180万,延吉二村  | 1室0厅 | 29.74平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-b8842979-c19a-4361-92e0-c2ef15bb05ce.jpg.296x216.jpg
20190504,杨浦,黄兴公园,延吉中路320弄 1室0厅 170万,170万,延吉中路320弄  | 1室0厅 | 29.67平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-6945a8c9-e5a6-48f9-8afd-8fc59b1e3588.jpg.296x216.jpg
20190504,杨浦,黄兴公园,延吉七村 1室1厅 230万,230万,延吉七村  | 1室1厅 | 43.92平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-dc1743ba-cc51-4237-8f94-9c76f1a2818e.jpg.296x216.jpg
20190504,杨浦,黄兴公园,朝北一门关，易出租，近8号线地铁,132万,长白三村  | 1室0厅 | 28.46平米 | 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-5ad7ae35-d7eb-49fa-aed1-48a9abef0e79.jpg.296x216.jpg
20190504,杨浦,黄兴公园,房子房龄90年，采光无遮挡，小区环境好，装修干净整洁,190万,控江四村  | 1室0厅 | 33.27平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-723a05f5-ded8-4ff7-b5d2-a80a8fbd8f50.png.296x216.jpg
20190504,杨浦,黄兴公园,双花公寓 2室1厅 358万,358万,双花公寓  | 2室1厅 | 62.74平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-3a972232-fa19-418b-ac00-a344c9bb83ae.png.296x216.jpg
20190504,杨浦,黄兴公园,控江四村 2室1厅 375万,375万,控江四村  | 2室1厅 | 70.3平米 | 南 北 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-b5e287b6-e86a-468c-97cc-1ffca48439cb.png.296x216.jpg
20190504,杨浦,黄兴公园,售后公房减少购房成本，全明户型，采光充足诚意出售,508万,浣纱四村  | 2室1厅 | 79.1平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-d0c94e3e-fd19-477d-8691-de299b8e15c7.png.296x216.jpg
20190504,杨浦,黄兴公园,沧州路160弄 2室1厅 640万,640万,沧州路160弄  | 2室1厅 | 82.99平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-43588250-4a32-4209-b2b6-a4b1f16ab1e8.jpg.296x216.jpg
20190504,杨浦,黄兴公园,视野开阔 采光无遮挡 南北两房,265万,延吉五村  | 2室1厅 | 50.12平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-dc400e7b-9455-4eaa-933e-9ec7010044ee.jpg.296x216.jpg
20190504,杨浦,黄兴公园,采光充足，前方无遮挡，生活配套齐全，交通便利,169万,控江五村  | 1室1厅 | 33.95平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-0b53b71c-273a-4b0c-b0ff-31be705ccdd5.png.296x216.jpg
20190504,杨浦,黄兴公园,满五唯一省税费少，近地铁跟公园，厨卫都有窗,185万,远东一村  | 1室1厅 | 34.6平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-c56cce56-7229-47b2-8385-b4a75cb9b931.jpg.296x216.jpg
20190504,杨浦,黄兴公园,电梯房，朝南，，采光好，满五年不唯一,215万,延吉六村  | 1室1厅 | 43.76平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/test-82b76843-0547-4d4d-a51b-4c73d51e9e0f.png.296x216.jpg
20190504,杨浦,黄兴公园,居家装修，南北通风好，业主诚意出售，位置好,220万,远东一村  | 1室1厅 | 37.5平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-01c49825-e804-44a1-962c-1c1d1e2dc418.png.296x216.jpg
20190504,杨浦,黄兴公园,兰馨苑(杨浦) 2室2厅 750万,750万,兰馨苑(杨浦)  | 2室2厅 | 97.44平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-96c2790f-f458-4dc4-987a-7e1b9621620b.png.296x216.jpg
20190504,杨浦,黄兴公园,怡佳苑 2室0厅 310万,310万,怡佳苑  | 2室0厅 | 53平米 | 南 北 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-23aedcd3-0184-4ef2-bb71-52e46048336b.png.296x216.jpg
20190504,杨浦,黄兴公园,延吉中路320弄 1室1厅 220万,220万,延吉中路320弄  | 1室1厅 | 33.83平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-324c5858-1206-4c96-b392-261ea915b2c8.png.296x216.jpg
20190504,杨浦,黄兴公园,翔顺公寓 1室1厅 315万,315万,翔顺公寓  | 1室1厅 | 54平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-ec2528e6-ec2a-4e19-859d-a63ea62e232f.png.296x216.jpg
20190504,杨浦,黄兴公园,满五年+8号线+小区中间+南北通透+采光好,217万,延吉二村  | 1室1厅 | 35.03平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-e93a0029-379d-467d-9eb0-fa1d3d78e19d.jpg.296x216.jpg
20190504,杨浦,黄兴公园,控江二村107弄小区 2室1厅 315万,315万,控江二村107弄小区  | 2室1厅 | 59.53平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-4aeeab18-598a-4ea0-b28b-b56bcf448fd9.jpg.296x216.jpg
20190504,杨浦,黄兴公园,控江四村 2室1厅 315万房主自荐,315万,控江四村  | 2室1厅 | 47.9平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-eac1885d-c1fd-4d0d-b745-f9899cf8ab68.jpg.296x216.jpg
20190504,杨浦,黄兴公园,松花一村 2室1厅 260万,260万,松花一村  | 2室1厅 | 48.2平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-20475900-6bc9-4dc5-8556-213a3a5d111e.jpg.296x216.jpg
20190504,杨浦,黄兴公园,松花江路123弄 2室1厅 480万,480万,松花江路123弄  | 2室1厅 | 82.79平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-e123ce34-c3d2-4847-a60a-fda64327c194.jpg.296x216.jpg
20190504,杨浦,黄兴公园,佳木斯路185弄 2室1厅 240万,240万,佳木斯路185弄  | 2室1厅 | 47.32平米 | 南 北 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-70e4e800-ecbf-4581-af58-a0d0c5af7bc1.jpg.296x216.jpg
20190504,杨浦,黄兴公园,控江四村 1室1厅 185万,185万,控江四村  | 1室1厅 | 35.48平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-eeebe347-aa3c-4f4a-a50c-a6f70b72ba13.jpg.296x216.jpg
20190504,杨浦,黄兴公园,精装修，西山墙，两房，中间楼层。,327万,控江四村  | 2室0厅 | 46.8平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-dc3055b6-76ef-4e98-9b34-b34af4f9dbee.jpg.296x216.jpg
20190504,杨浦,黄兴公园,双阳小区 2室2厅 510万,510万,双阳小区  | 2室2厅 | 85平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-931d2fef-ea7b-4d14-9bd7-b341c193a928.jpg.296x216.jpg
20190504,杨浦,黄兴公园,翔殷路773号 2室1厅 278万,278万,翔殷路773号  | 2室1厅 | 48.13平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-420056a5-ba36-41d3-ade6-851102dd1bfa.jpg.296x216.jpg
20190504,杨浦,黄兴公园,满五年不唯一 ，背靠松花江路，南有小区公园,230万,延吉六村  | 1室2厅 | 43.92平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-bcabe998-363f-4dbd-81e0-42bc2f10614a.jpg.296x216.jpg
20190504,杨浦,黄兴公园,低楼层 南北户型 带天井 新装修 交通方便,380万,浣纱四村  | 2室1厅 | 56.44平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-6d7961b9-1887-4cdc-868c-fda8213b01f2.jpg.296x216.jpg
20190504,杨浦,黄兴公园,福阳大厦 2室1厅 560万,560万,福阳大厦  | 2室1厅 | 80.9平米 | 东南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-64f4c0af-b9ef-4270-92d0-a0dd6598e004.jpg.296x216.jpg
20190504,杨浦,黄兴公园,地铁八号线，邻黄兴公园，户型方正，高区电梯两房,580万,浣纱五村  | 2室1厅 | 92.51平米 | 南 西 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-2165c300-b52d-430f-9970-ce895f934289.jpg.296x216.jpg
20190504,杨浦,黄兴公园,浣纱四村 2室1厅 565万,565万,浣纱四村  | 2室1厅 | 89.95平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-46c123e1-61bf-4dc5-b71e-887c6180639e.png.296x216.jpg
20190504,杨浦,黄兴公园,延吉六村 2室1厅 340万,340万,延吉六村  | 2室1厅 | 57平米 | 西南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-edf5d6f3-97e3-44c1-8a0f-cb7edaba4009.jpg.296x216.jpg
20190504,杨浦,黄兴公园,佳木斯路185弄  总价低 高区视野开阔，采光好精装修,285万,佳木斯路185弄  | 2室1厅 | 53.78平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-830fbfb3-4d7f-4249-994a-80560d8beb0a.jpg.296x216.jpg
20190504,杨浦,黄兴公园,佳木斯路110弄 1室1厅 198万,198万,佳木斯路110弄  | 1室1厅 | 37平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-a8886789-680a-4083-a911-1b0914abc531.jpg.296x216.jpg
20190504,杨浦,黄兴公园,生活设施浓郁+近地铁+朝南带阳台+93年房龄,210万,控江东三村  | 1室0厅 | 34.94平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-781b41b6-f2d2-42b7-b69d-f7f0d1038a99.jpg.296x216.jpg
20190504,杨浦,黄兴公园,控江五村 1室1厅 188万,188万,控江五村  | 1室1厅 | 33.72平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-a1a33438-bb92-4a44-9962-cfe31fff6f8d.jpg.296x216.jpg
20190504,杨浦,黄兴公园,正气户型，采光良好，视野开阔，房子满五年,165万,控江四村  | 1室0厅 | 28.37平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-87b4d5a4-bac0-48cc-af45-7d0f7676f97d.jpg.296x216.jpg
20190504,杨浦,黄兴公园,地铁八号线延吉中路站，朝北一门关，西三墙，中间层,126万,控江五村  | 1室0厅 | 25平米 | 西北 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-424a0387-0989-4377-b9c9-56ce333e7fd9.jpg.296x216.jpg
20190504,杨浦,黄兴公园,房子精装修 拎包入住 二楼房子 诚心出售提前约,218万,延吉七村  | 1室1厅 | 35.6平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-c8dda27f-871d-4a9b-bc25-70664a0d891e.jpg.296x216.jpg
20190504,杨浦,黄兴公园,控江四村 1室0厅 180万,180万,控江四村  | 1室0厅 | 35.23平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-d2149e36-05bc-4b77-a88f-816ec53a3d60.jpg.296x216.jpg
20190504,杨浦,黄兴公园,佳龙花园 1室2厅 525万,525万,佳龙花园  | 1室2厅 | 65.8平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-10449835-0670-44be-b823-07c1ba3974b2.jpg.296x216.jpg
20190504,杨浦,黄兴公园,宏翔公寓 2室1厅 328万新上,328万,宏翔公寓  | 2室1厅 | 63.97平米 | 南 | 其他 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-3d34c6ec-a8bd-49c8-8128-8c103cc74482.jpg.296x216.jpg
20190504,杨浦,黄兴公园,松花公寓 2室1厅 445万新上,445万,松花公寓  | 2室1厅 | 83.57平米 | 东南 | 其他 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-fc32c0cf-a178-41c8-80e3-f168abc24640.jpg.296x216.jpg
20190504,杨浦,黄兴公园,延吉东路82弄 1室0厅 186万新上,186万,延吉东路82弄  | 1室0厅 | 31.76平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-5ac8dc7b-ca5c-458b-bcbe-ba5b104c8145.jpg.296x216.jpg
20190504,杨浦,黄兴公园,松苑小区 2室1厅 400万,400万,松苑小区  | 2室1厅 | 78.12平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-e416e88f-b0ca-4a63-86b8-44d927a4b3d1.jpg.296x216.jpg
20190504,杨浦,黄兴公园,靖宇中路8弄 1室1厅 175万,175万,靖宇中路8弄  | 1室1厅 | 30.32平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/test-de1bae39-cc7c-4e58-beda-0336690d4369.png.296x216.jpg
20190504,杨浦,黄兴公园,低总价小户型，五角场，黄兴公园，地铁8号线,200万,兰花新村  | 1室1厅 | 34.55平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-6b42c8e9-0c9e-44f7-a845-36024afcdaf6.png.296x216.jpg
